@relation 'Dry_Beans_Dataset-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.unsupervised.attribute.Remove-V-R2,6,10-11,13-14,16-17'

@attribute Perimeter numeric
@attribute Eccentricity numeric
@attribute Solidity numeric
@attribute roundness numeric
@attribute ShapeFactor1 numeric
@attribute ShapeFactor2 numeric
@attribute ShapeFactor4 numeric
@attribute Class {SEKER,BARBUNYA,BOMBAY,CALI,HOROZ,SIRA,DERMASON}

@data
0.082774,0.762077,0.919711,0.847132,0.67509,0.514018,0.942658,DERMASON
0.078981,0.688428,0.917177,0.879214,0.635407,0.600121,0.960576,DERMASON
0.083825,0.788915,0.934715,0.838908,0.691394,0.481895,0.969015,DERMASON
0.083016,0.774823,0.936861,0.84562,0.682126,0.499684,0.969949,DERMASON
0.086087,0.765972,0.911643,0.820624,0.676987,0.509803,0.954715,DERMASON
0.082473,0.779209,0.921911,0.850404,0.685307,0.493269,0.953382,DERMASON
0.08377,0.811011,0.929183,0.839782,0.706444,0.453943,0.984069,DERMASON
0.092047,0.821136,0.868757,0.774033,0.715045,0.438626,0.947058,DERMASON
0.084768,0.782254,0.907447,0.832099,0.687264,0.489101,0.948744,DERMASON
0.084262,0.774203,0.902362,0.836528,0.681468,0.500119,0.967635,DERMASON
0.079217,0.721236,0.927538,0.878566,0.650801,0.56392,0.975575,DERMASON
0.092925,0.776405,0.86967,0.767811,0.68303,0.496976,0.960574,DERMASON
0.088751,0.793433,0.880362,0.801358,0.697858,0.468235,0.823237,DERMASON
0.077084,0.670588,0.944735,0.897923,0.626182,0.620059,0.979636,DERMASON
0.077614,0.703046,0.957178,0.893562,0.641331,0.584127,0.972955,DERMASON
0.078711,0.74015,0.946036,0.884265,0.66086,0.541036,0.965867,DERMASON
0.077639,0.704551,0.938811,0.894151,0.641714,0.582595,0.978271,DERMASON
0.086345,0.746115,0.876697,0.822035,0.664613,0.532336,0.940485,DERMASON
0.083809,0.687896,0.878822,0.842755,0.633864,0.600508,0.970652,DERMASON
0.079031,0.744846,0.961545,0.882774,0.663378,0.534777,0.957756,DERMASON
0.07846,0.710788,0.937575,0.887814,0.644481,0.575758,0.983817,DERMASON
0.082282,0.754154,0.922642,0.855785,0.669261,0.52235,0.935528,DERMASON
0.082625,0.7711,0.946178,0.853542,0.67967,0.500999,0.924573,DERMASON
0.080877,0.724776,0.907792,0.868172,0.6515,0.559491,0.98202,DERMASON
0.095402,0.855711,0.893352,0.752205,0.742257,0.391261,0.965535,DERMASON
0.082427,0.722031,0.920573,0.855364,0.650483,0.56163,0.964789,DERMASON
0.093337,0.85407,0.927835,0.768255,0.740647,0.393625,0.96735,DERMASON
0.07713,0.644199,0.955203,0.900492,0.615411,0.644252,0.936464,DERMASON
0.091446,0.808846,0.872649,0.783221,0.706182,0.450944,0.884068,DERMASON
0.089335,0.80272,0.922317,0.799827,0.700096,0.461885,0.943561,DERMASON
0.095708,0.745236,0.835539,0.75039,0.663911,0.532438,0.929747,DERMASON
0.0863,0.788084,0.934717,0.824532,0.689779,0.480711,0.946281,DERMASON
0.085235,0.750493,0.915127,0.833357,0.665942,0.527747,0.960111,DERMASON
0.075871,0.69361,0.932179,0.912243,0.635858,0.593784,0.971681,DERMASON
0.088452,0.785547,0.91727,0.807607,0.686975,0.485776,0.983121,DERMASON
0.081507,0.675209,0.902842,0.864596,0.628506,0.610872,0.92585,DERMASON
0.085815,0.841091,0.963851,0.829236,0.728602,0.411929,0.976566,DERMASON
0.079352,0.664136,0.932219,0.882924,0.622818,0.62453,0.956784,DERMASON
0.091544,0.853109,0.945453,0.783666,0.741551,0.39123,0.889627,DERMASON
0.077496,0.72499,0.951011,0.898767,0.652052,0.556774,0.94588,DERMASON
0.112475,0.846541,0.819798,0.631194,0.73368,0.403441,0.957855,DERMASON
0.085162,0.788142,0.935658,0.834966,0.689351,0.48065,0.95073,DERMASON
0.095493,0.8312,0.906299,0.753672,0.721172,0.423875,0.944527,DERMASON
0.083894,0.777784,0.923312,0.845524,0.681806,0.494988,0.976145,DERMASON
0.081102,0.747848,0.924595,0.86877,0.663446,0.531955,0.983266,DERMASON
0.09464,0.797615,0.890616,0.760298,0.695561,0.468875,0.95786,DERMASON
0.075192,0.606497,0.935254,0.9194,0.599242,0.684709,0.986666,DERMASON
0.079649,0.672349,0.911842,0.881139,0.626279,0.615457,0.953562,DERMASON
0.092506,0.818775,0.910158,0.77704,0.711692,0.439778,0.930049,DERMASON
0.079528,0.693382,0.919966,0.882709,0.635384,0.593362,0.966894,DERMASON
0.082279,0.771311,0.95965,0.859667,0.678791,0.500306,0.927804,DERMASON
0.08883,0.790657,0.912329,0.806471,0.690711,0.477305,0.951589,DERMASON
0.07603,0.463575,0.928072,0.912974,0.55821,0.804971,0.925444,DERMASON
0.089567,0.802132,0.862435,0.801024,0.698239,0.463066,0.962768,DERMASON
0.091686,0.763529,0.89333,0.784877,0.673446,0.510107,0.936432,DERMASON
0.085247,0.734644,0.927318,0.836653,0.656314,0.54534,0.951448,DERMASON
0.079971,0.716449,0.9401,0.880544,0.646447,0.566846,0.960738,DERMASON
0.159976,0.653771,0.687576,0.352253,0.624195,0.618576,0.703333,DERMASON
0.083306,0.721379,0.916299,0.853018,0.649329,0.560171,0.944043,DERMASON
0.080775,0.647549,0.909518,0.874249,0.614561,0.642179,0.973971,DERMASON
0.086493,0.78264,0.908701,0.827414,0.684424,0.487631,0.962934,DERMASON
0.079604,0.650305,0.929519,0.884573,0.615475,0.639491,0.977887,DERMASON
0.07906,0.677573,0.921875,0.889316,0.628543,0.607304,0.923152,DERMASON
0.088481,0.754052,0.899828,0.811717,0.66647,0.52308,0.969198,DERMASON
0.085587,0.764675,0.909596,0.8353,0.672668,0.510305,0.972218,DERMASON
0.084776,0.771638,0.945319,0.842048,0.67927,0.497133,0.8864,DERMASON
0.086475,0.792888,0.924515,0.828855,0.690644,0.474885,0.972161,DERMASON
0.089532,0.79,0.905035,0.804686,0.689647,0.476495,0.933308,DERMASON
0.079069,0.655214,0.921147,0.89077,0.618489,0.630501,0.92245,DERMASON
0.087684,0.785161,0.869139,0.819455,0.687743,0.480084,0.884833,DERMASON
0.082074,0.764749,0.929217,0.865421,0.672942,0.508896,0.951833,DERMASON
0.136925,0.903034,0.715573,0.4806,0.791945,0.316421,0.861581,DERMASON
0.083755,0.773421,0.936877,0.85152,0.677695,0.49942,0.974324,DERMASON
0.090519,0.757722,0.884764,0.79711,0.670518,0.513589,0.882362,DERMASON
0.083054,0.781552,0.966327,0.857748,0.683708,0.487426,0.940513,DERMASON
0.076602,0.665765,0.927984,0.912536,0.621991,0.621384,0.954681,DERMASON
0.07965,0.652188,0.919946,0.886747,0.615871,0.636238,0.966345,DERMASON
0.086456,0.740707,0.919103,0.830318,0.659203,0.5364,0.931417,DERMASON
0.08522,0.754149,0.910212,0.840501,0.666615,0.520893,0.940192,DERMASON
0.086851,0.818059,0.912335,0.82729,0.709349,0.440061,0.935797,DERMASON
0.080343,0.661774,0.918713,0.881363,0.619728,0.626209,0.967493,DERMASON
0.080045,0.705565,0.954448,0.884188,0.639744,0.578482,0.964429,DERMASON
0.093822,0.863862,0.929843,0.773623,0.746897,0.378077,0.963888,DERMASON
0.088219,0.771902,0.922236,0.8181,0.676042,0.500488,0.969357,DERMASON
0.08348,0.749474,0.91888,0.857153,0.663156,0.52622,0.943533,DERMASON
0.080169,0.699473,0.92316,0.885452,0.635557,0.586186,0.987658,DERMASON
0.081222,0.688038,0.942297,0.877163,0.630964,0.596384,0.950482,DERMASON
0.080276,0.723056,0.944001,0.885211,0.64743,0.558866,0.978327,DERMASON
0.081347,0.672873,0.912631,0.876169,0.623921,0.613131,0.957438,DERMASON
0.085208,0.736786,0.916453,0.844291,0.654952,0.542408,0.969661,DERMASON
0.081115,0.729966,0.921109,0.878305,0.650956,0.551013,0.981142,DERMASON
0.077366,0.655971,0.928316,0.910368,0.617471,0.628728,0.923818,DERMASON
0.089359,0.759872,0.899146,0.81091,0.668458,0.514162,0.956891,DERMASON
0.087489,0.754486,0.896193,0.825908,0.665293,0.520615,0.956079,DERMASON
0.085852,0.684281,0.880204,0.839378,0.630112,0.597882,0.910414,DERMASON
0.085955,0.750267,0.913528,0.838594,0.662837,0.525495,0.953775,DERMASON
0.101405,0.62637,0.819521,0.71901,0.604794,0.660542,0.952675,DERMASON
0.099909,0.762957,0.803765,0.730466,0.671556,0.507292,0.90209,DERMASON
0.08651,0.751373,0.912321,0.834789,0.667757,0.514855,0.787297,DERMASON
0.081692,0.72925,0.944523,0.874721,0.651654,0.548497,0.927124,DERMASON
0.0909,0.792426,0.889179,0.800202,0.689362,0.472351,0.935347,DERMASON
0.089631,0.771363,0.902252,0.810379,0.675741,0.498364,0.929806,DERMASON
0.09126,0.832141,0.947552,0.797709,0.718814,0.420073,0.932053,DERMASON
0.075912,0.592994,0.935267,0.925363,0.591902,0.693504,0.966673,DERMASON
0.090343,0.669731,0.856531,0.805477,0.624019,0.610457,0.870831,DERMASON
0.096258,0.557537,0.838562,0.759542,0.582951,0.718263,0.854986,DERMASON
0.079388,0.669057,0.931071,0.895874,0.620934,0.617733,0.976822,DERMASON
0.091124,0.780682,0.907056,0.800342,0.679938,0.48882,0.974304,DERMASON
0.082116,0.684704,0.901588,0.873756,0.627717,0.600588,0.974188,DERMASON
0.085679,0.779159,0.895318,0.844712,0.680788,0.486745,0.900699,DERMASON
0.093444,0.810373,0.902922,0.783029,0.701531,0.448173,0.923982,DERMASON
0.089613,0.803294,0.913465,0.813263,0.695825,0.458381,0.944639,DERMASON
0.090597,0.681345,0.884015,0.805556,0.627623,0.599994,0.908709,DERMASON
0.084115,0.673074,0.763424,0.858423,0.63196,0.589504,0.597385,DERMASON
0.084654,0.794079,0.955401,0.854149,0.689301,0.469909,0.941187,DERMASON
0.088138,0.812451,0.937195,0.825966,0.702634,0.445562,0.929416,DERMASON
0.080701,0.656898,0.914811,0.88751,0.615259,0.629308,0.967492,DERMASON
0.081143,0.710081,0.921576,0.883948,0.639679,0.571265,0.959156,DERMASON
0.092107,0.811608,0.916101,0.794748,0.701715,0.446943,0.936325,DERMASON
0.085954,0.702524,0.889645,0.844649,0.636766,0.577282,0.920918,DERMASON
0.095445,0.703565,0.86456,0.769906,0.63858,0.572717,0.865376,DERMASON
0.093009,0.873279,0.936051,0.789006,0.754148,0.361601,0.928945,DERMASON
0.099781,0.805084,0.877979,0.737281,0.695946,0.45633,0.959113,DERMASON
0.081488,0.674323,0.935223,0.88279,0.622562,0.609739,0.954561,DERMASON
0.092842,0.787403,0.883949,0.791289,0.68533,0.47521,0.890503,DERMASON
0.086821,0.791322,0.946276,0.839408,0.687117,0.471814,0.920651,DERMASON
0.088434,0.704713,0.904954,0.826464,0.637903,0.573073,0.897741,DERMASON
0.091912,0.825136,0.908328,0.798874,0.711843,0.42753,0.913685,DERMASON
0.083817,0.713345,0.913453,0.865263,0.639935,0.56766,0.973244,DERMASON
0.080701,0.681641,0.933283,0.891822,0.62552,0.60066,0.942393,DERMASON
0.082913,0.751589,0.941305,0.873163,0.661421,0.521159,0.93668,DERMASON
0.086823,0.788856,0.913904,0.840868,0.684045,0.47652,0.956741,DERMASON
0.086028,0.747408,0.908033,0.847548,0.659261,0.525492,0.925909,DERMASON
0.084348,0.760261,0.940058,0.861509,0.665563,0.512464,0.969113,DERMASON
0.085154,0.77162,0.901329,0.854907,0.673472,0.496632,0.932284,DERMASON
0.078133,0.622464,0.943868,0.914263,0.601245,0.660945,0.933876,DERMASON
0.090321,0.816137,0.913519,0.813096,0.702711,0.442209,0.976298,DERMASON
0.081567,0.638005,0.920265,0.88509,0.606263,0.647747,0.969802,DERMASON
0.08438,0.710542,0.931676,0.862025,0.638733,0.569191,0.950577,DERMASON
0.077761,0.691171,0.951108,0.918338,0.628875,0.591682,0.968847,DERMASON
0.086833,0.772688,0.938454,0.842267,0.673348,0.496037,0.949738,DERMASON
0.080362,0.651732,0.923846,0.898044,0.611933,0.630962,0.935649,DERMASON
0.083701,0.733337,0.930596,0.87012,0.648879,0.544865,0.988646,DERMASON
0.09007,0.686571,0.822067,0.818179,0.626838,0.594505,0.941065,DERMASON
0.095161,0.806989,0.885304,0.778239,0.696166,0.451638,0.936015,DERMASON
0.087058,0.698448,0.921371,0.842791,0.633049,0.579808,0.912989,DERMASON
0.083527,0.745554,0.906715,0.872356,0.656803,0.527439,0.935835,DERMASON
0.086244,0.72215,0.887465,0.849922,0.643175,0.556636,0.971984,DERMASON
0.084092,0.748218,0.927719,0.867761,0.658121,0.524602,0.941851,DERMASON
0.106198,0.89801,0.918488,0.69684,0.777119,0.325409,0.962919,DERMASON
0.106956,0.896821,0.892087,0.691407,0.775678,0.327338,0.966283,DERMASON
0.080668,0.704364,0.956834,0.897142,0.635101,0.574232,0.93271,DERMASON
0.091363,0.791993,0.898424,0.809515,0.684405,0.472094,0.966118,DERMASON
0.083972,0.713191,0.916887,0.869895,0.639317,0.564239,0.932359,DERMASON
0.088281,0.803801,0.940448,0.834797,0.693479,0.454958,0.927666,DERMASON
0.091379,0.835002,0.927847,0.810201,0.71657,0.414769,0.949743,DERMASON
0.088929,0.76335,0.915688,0.829973,0.665277,0.508551,0.986767,DERMASON
0.079398,0.65192,0.926185,0.909416,0.610561,0.631713,0.961032,DERMASON
0.081015,0.637493,0.927464,0.895826,0.605261,0.644946,0.939353,DERMASON
0.078667,0.580977,0.93629,0.915961,0.584326,0.701045,0.961433,DERMASON
0.081585,0.739146,0.950626,0.891285,0.651635,0.536341,0.969328,DERMASON
0.088735,0.772372,0.937578,0.832181,0.671322,0.496021,0.960952,DERMASON
0.07949,0.496524,0.905276,0.909293,0.560222,0.771672,0.922136,DERMASON
0.09227,0.72174,0.857384,0.80454,0.64266,0.555236,0.950614,DERMASON
0.121289,0.841252,0.841205,0.595847,0.721534,0.405692,0.942469,DERMASON
0.106064,0.808725,0.850749,0.70052,0.695545,0.450046,0.963019,DERMASON
0.089885,0.781515,0.910776,0.823625,0.677895,0.482729,0.925592,DERMASON
0.09657,0.807168,0.884884,0.771364,0.695438,0.450073,0.923618,DERMASON
0.089574,0.791777,0.924212,0.826412,0.68335,0.472167,0.9715,DERMASON
0.085135,0.734173,0.914575,0.862685,0.648525,0.542102,0.972599,DERMASON
0.098196,0.839104,0.90453,0.759125,0.719815,0.408191,0.934738,DERMASON
0.087837,0.777817,0.936822,0.840629,0.674335,0.489256,0.964256,DERMASON
0.091073,0.768113,0.907489,0.814828,0.668007,0.501524,0.971254,DERMASON
0.094681,0.787652,0.897885,0.786569,0.681255,0.475732,0.941445,DERMASON
0.083034,0.684632,0.903323,0.880748,0.624093,0.596808,0.961668,DERMASON
0.083782,0.719219,0.938958,0.874537,0.640871,0.558326,0.958218,DERMASON
0.084909,0.684724,0.915079,0.86557,0.623274,0.598347,0.990197,DERMASON
0.085387,0.744881,0.923062,0.861908,0.656748,0.523707,0.871689,DERMASON
0.085114,0.762106,0.944085,0.864641,0.664267,0.507953,0.959931,DERMASON
0.103834,0.855507,0.875101,0.718854,0.732541,0.386668,0.96666,DERMASON
0.095784,0.83976,0.942873,0.779965,0.719126,0.407717,0.952503,DERMASON
0.095096,0.85496,0.92777,0.785342,0.731667,0.387629,0.973295,DERMASON
0.087402,0.776217,0.915666,0.847062,0.672377,0.49094,0.968772,DERMASON
0.088538,0.791343,0.93916,0.838225,0.682365,0.471522,0.960361,DERMASON
0.088325,0.741082,0.932872,0.840011,0.651471,0.533074,0.967625,DERMASON
0.086805,0.644088,0.922827,0.852534,0.606539,0.637164,0.939503,DERMASON
0.087452,0.75965,0.870335,0.847591,0.664161,0.506519,0.88633,DERMASON
0.084326,0.674819,0.928722,0.873461,0.619082,0.605792,0.949133,DERMASON
0.082891,0.721141,0.942987,0.885613,0.640906,0.555384,0.957476,DERMASON
0.087404,0.777528,0.945518,0.848342,0.672441,0.489859,0.98362,DERMASON
0.083458,0.652327,0.899932,0.881271,0.609647,0.628492,0.938623,DERMASON
0.083269,0.71204,0.965302,0.882979,0.636254,0.565305,0.953283,DERMASON
0.092791,0.821192,0.901194,0.80544,0.703687,0.432248,0.951206,DERMASON
0.085989,0.72023,0.922527,0.86073,0.639902,0.556841,0.96809,DERMASON
0.087365,0.769267,0.889997,0.849539,0.668538,0.496863,0.927152,DERMASON
0.088021,0.735311,0.913795,0.844603,0.647576,0.539703,0.973184,DERMASON
0.09326,0.841645,0.922151,0.80266,0.720045,0.404206,0.943084,DERMASON
0.08556,0.707673,0.915067,0.865051,0.63396,0.569511,0.945969,DERMASON
0.091944,0.71438,0.893389,0.813287,0.637251,0.56211,0.947662,DERMASON
0.127472,0.927076,0.851095,0.561595,0.810868,0.278107,0.936303,DERMASON
0.088952,0.810284,0.905079,0.837563,0.695166,0.446204,0.94914,DERMASON
0.085967,0.750667,0.902205,0.862458,0.656662,0.519794,0.94279,DERMASON
0.082374,0.719297,0.945258,0.892573,0.639186,0.557138,0.960481,DERMASON
0.09135,0.747998,0.861513,0.818824,0.65495,0.5233,0.949304,DERMASON
0.084712,0.701455,0.91391,0.873231,0.630455,0.576571,0.952782,DERMASON
0.08882,0.805096,0.941116,0.839863,0.690269,0.454153,0.978232,DERMASON
0.085339,0.700821,0.908941,0.86843,0.630329,0.576517,0.941543,DERMASON
0.088287,0.756768,0.939872,0.844372,0.659923,0.512383,0.943414,DERMASON
0.093451,0.791554,0.90856,0.803281,0.68185,0.469373,0.938735,DERMASON
0.082898,0.733637,0.948723,0.889824,0.645533,0.541951,0.988063,DERMASON
0.07983,0.653179,0.943292,0.916248,0.607659,0.629917,0.988895,DERMASON
0.083503,0.693319,0.928665,0.885149,0.625511,0.586532,0.976274,DERMASON
0.088293,0.723748,0.923321,0.846552,0.63992,0.553001,0.987453,DERMASON
0.089799,0.740488,0.8938,0.834694,0.650652,0.529607,0.916378,DERMASON
0.094504,0.78198,0.92715,0.797882,0.673641,0.48284,0.977571,DERMASON
0.098246,0.824826,0.910913,0.76913,0.703819,0.42784,0.981718,DERMASON
0.088653,0.761929,0.923091,0.84597,0.660815,0.5071,0.976406,DERMASON
0.084918,0.692746,0.951904,0.876757,0.625802,0.582993,0.918877,DERMASON
0.090711,0.818858,0.905673,0.82997,0.700234,0.432769,0.926464,DERMASON
0.089415,0.746575,0.89826,0.841062,0.651825,0.524593,0.965946,DERMASON
0.086836,0.775336,0.924869,0.86227,0.668856,0.490063,0.968286,DERMASON
0.115479,0.718418,0.701768,0.647002,0.640002,0.549802,0.840246,DERMASON
0.08818,0.77619,0.932808,0.851525,0.669714,0.488175,0.953354,DERMASON
0.086504,0.757457,0.931571,0.865485,0.659123,0.509108,0.920808,DERMASON
0.089473,0.676615,0.91369,0.841355,0.61679,0.602551,0.963019,DERMASON
0.084423,0.752576,0.945351,0.882986,0.655285,0.516824,0.956433,DERMASON
0.097513,0.833024,0.935345,0.778009,0.710433,0.414401,0.941302,DERMASON
0.091963,0.729005,0.901659,0.821455,0.642883,0.542923,0.932041,DERMASON
0.090328,0.704988,0.91704,0.834735,0.631193,0.568674,0.91138,DERMASON
0.093133,0.675097,0.890935,0.81268,0.619828,0.594742,0.811804,DERMASON
0.094907,0.776724,0.892177,0.79872,0.669337,0.488178,0.969467,DERMASON
0.093536,0.676366,0.902202,0.810354,0.616231,0.602586,0.964616,DERMASON
0.10016,0.851558,0.920915,0.75957,0.725091,0.389466,0.955709,DERMASON
0.108651,0.814115,0.803136,0.697214,0.697866,0.434558,0.847676,DERMASON
0.092056,0.740134,0.905199,0.823137,0.648904,0.528132,0.90568,DERMASON
0.089498,0.752901,0.923932,0.844418,0.654389,0.516162,0.962864,DERMASON
0.088809,0.7369,0.907768,0.850257,0.645146,0.535375,0.971375,DERMASON
0.088617,0.75833,0.928129,0.85212,0.657356,0.509685,0.964671,DERMASON
0.091136,0.800931,0.930623,0.831717,0.684697,0.456892,0.963011,DERMASON
0.090285,0.716116,0.892895,0.838567,0.635209,0.556796,0.932194,DERMASON
0.100224,0.839943,0.915701,0.7612,0.714997,0.404253,0.938142,DERMASON
0.09372,0.802326,0.928594,0.811765,0.686281,0.453552,0.934059,DERMASON
0.089887,0.790652,0.925686,0.842431,0.677344,0.470086,0.968408,DERMASON
0.095993,0.802203,0.892158,0.79423,0.68522,0.455281,0.966602,DERMASON
0.09134,0.770317,0.926969,0.831174,0.663836,0.495835,0.980562,DERMASON
0.112023,0.776144,0.812111,0.675939,0.669436,0.484856,0.907352,DERMASON
0.090497,0.78502,0.90918,0.838486,0.675197,0.473429,0.899766,DERMASON
0.085015,0.708865,0.943667,0.883986,0.630073,0.566648,0.969443,DERMASON
0.088352,0.667046,0.900555,0.856634,0.611493,0.610078,0.943182,DERMASON
0.090902,0.724228,0.91009,0.836147,0.638227,0.548068,0.948634,DERMASON
0.083125,0.688016,0.955366,0.900526,0.620411,0.588459,0.954397,DERMASON
0.094197,0.793905,0.910963,0.810403,0.678637,0.465914,0.975635,DERMASON
0.091951,0.752115,0.91925,0.828303,0.653021,0.516166,0.958745,DERMASON
0.088157,0.754362,0.933777,0.859173,0.654159,0.513734,0.96347,DERMASON
0.080373,0.638848,0.913048,0.924779,0.599802,0.63847,0.939348,DERMASON
0.088905,0.746611,0.935451,0.853227,0.64981,0.522608,0.958809,DERMASON
0.084971,0.697914,0.91224,0.885843,0.625111,0.576777,0.941675,DERMASON
0.088301,0.751251,0.932575,0.85858,0.651895,0.517957,0.975234,DERMASON
0.092865,0.817105,0.925943,0.821759,0.695331,0.435159,0.960289,DERMASON
0.090457,0.773552,0.937562,0.841079,0.665861,0.489771,0.950372,DERMASON
0.089483,0.724006,0.910216,0.849094,0.637107,0.549356,0.971858,DERMASON
0.096006,0.726582,0.902379,0.797304,0.642725,0.53702,0.80707,DERMASON
0.083799,0.726483,0.924736,0.896611,0.638166,0.546756,0.976978,DERMASON
0.086052,0.727604,0.933462,0.877941,0.638902,0.544964,0.968812,DERMASON
0.09278,0.80008,0.927264,0.823418,0.682743,0.45704,0.961413,DERMASON
0.093157,0.824385,0.92065,0.820589,0.700885,0.42476,0.947319,DERMASON
0.09169,0.759697,0.93309,0.832422,0.656386,0.507724,0.976904,DERMASON
0.100991,0.811937,0.830642,0.760185,0.696106,0.432821,0.778912,DERMASON
0.088967,0.771649,0.939755,0.854825,0.66434,0.491556,0.94588,DERMASON
0.092387,0.812279,0.952647,0.82736,0.692121,0.439581,0.928163,DERMASON
0.090308,0.774314,0.946447,0.844608,0.665214,0.489324,0.967789,DERMASON
0.083865,0.690863,0.947729,0.89851,0.620485,0.584797,0.959121,DERMASON
0.087156,0.654382,0.892731,0.871074,0.605004,0.622111,0.942113,DERMASON
0.103391,0.786579,0.851288,0.743802,0.674198,0.471431,0.917493,DERMASON
0.085099,0.709604,0.940285,0.88852,0.628908,0.565078,0.974636,DERMASON
0.088938,0.764334,0.934075,0.856815,0.660079,0.498708,0.91995,DERMASON
0.095723,0.774692,0.91135,0.80281,0.6668,0.485244,0.903476,DERMASON
0.092198,0.705926,0.913833,0.830768,0.628239,0.56621,0.926017,DERMASON
0.094351,0.80637,0.912599,0.813708,0.68716,0.447072,0.93246,DERMASON
0.083998,0.651184,0.933709,0.898583,0.603577,0.624754,0.935912,DERMASON
0.096438,0.846533,0.91056,0.797627,0.718558,0.393636,0.928963,DERMASON
0.097126,0.851248,0.915111,0.792392,0.721961,0.388159,0.951793,DERMASON
0.086158,0.698307,0.933726,0.880665,0.623809,0.575907,0.950544,DERMASON
0.096792,0.756215,0.91061,0.795433,0.65382,0.510395,0.96116,DERMASON
0.086261,0.699333,0.942888,0.880461,0.623439,0.576228,0.977127,DERMASON
0.08727,0.699811,0.909816,0.872197,0.624854,0.572874,0.92973,DERMASON
0.086408,0.669575,0.93589,0.879885,0.610461,0.606436,0.951917,DERMASON
0.088515,0.711799,0.902459,0.862628,0.628964,0.562953,0.98872,DERMASON
0.088395,0.711489,0.93717,0.863965,0.629196,0.562145,0.970128,DERMASON
0.094454,0.813015,0.940073,0.815176,0.690708,0.439148,0.953963,DERMASON
0.091282,0.718306,0.909917,0.840566,0.633818,0.55174,0.922398,DERMASON
0.088351,0.69818,0.8947,0.864619,0.624162,0.573358,0.912552,DERMASON
0.079863,0.658254,0.957113,0.936942,0.604897,0.619051,0.969956,DERMASON
0.094299,0.778886,0.902148,0.81709,0.667934,0.480757,0.926806,DERMASON
0.093745,0.800051,0.901768,0.821824,0.68207,0.453961,0.920596,DERMASON
0.094586,0.767308,0.889869,0.815388,0.661015,0.493863,0.910178,DERMASON
0.084861,0.677308,0.931892,0.894754,0.614026,0.59624,0.924742,DERMASON
0.096662,0.811277,0.865289,0.799215,0.688353,0.44238,0.978886,DERMASON
0.089449,0.773807,0.920761,0.856905,0.663541,0.488711,0.962817,DERMASON
0.08791,0.67997,0.914993,0.86961,0.614086,0.595849,0.965639,DERMASON
0.091396,0.730325,0.884568,0.841206,0.638203,0.540888,0.976512,DERMASON
0.086827,0.710916,0.925754,0.879062,0.629548,0.55965,0.923602,DERMASON
0.087248,0.690184,0.925346,0.875622,0.618335,0.58534,0.974671,DERMASON
0.085605,0.706266,0.934437,0.889393,0.626597,0.566217,0.948393,DERMASON
0.095253,0.733876,0.883396,0.811043,0.641533,0.533261,0.915363,DERMASON
0.086467,0.731811,0.931144,0.882353,0.639558,0.537409,0.947477,DERMASON
0.089737,0.708092,0.922087,0.855659,0.627706,0.563324,0.93503,DERMASON
0.089595,0.739126,0.892996,0.858106,0.643821,0.527082,0.91876,DERMASON
0.092976,0.819575,0.938704,0.830878,0.69476,0.429341,0.941947,DERMASON
0.095134,0.770515,0.911103,0.813973,0.660356,0.492978,0.977207,DERMASON
0.087496,0.744244,0.938311,0.875805,0.645783,0.522636,0.94717,DERMASON
0.096742,0.726503,0.877081,0.801644,0.636138,0.543074,0.948275,DERMASON
0.09652,0.799363,0.902528,0.803721,0.680999,0.453249,0.902234,DERMASON
0.086506,0.752053,0.927631,0.884695,0.64955,0.514306,0.96466,DERMASON
0.109765,0.802633,0.874267,0.704665,0.681491,0.452271,0.966481,DERMASON
0.099401,0.72153,0.879584,0.781531,0.633045,0.549483,0.96355,DERMASON
0.099781,0.806282,0.93754,0.778676,0.683749,0.448132,0.977516,DERMASON
0.0913,0.686919,0.892298,0.845512,0.615966,0.588329,0.976674,DERMASON
0.09982,0.818618,0.869407,0.778707,0.694417,0.429003,0.91368,DERMASON
0.091366,0.735421,0.919884,0.845728,0.640398,0.53278,0.951438,DERMASON
0.093737,0.766636,0.86827,0.826988,0.657957,0.496284,0.957785,DERMASON
0.085939,0.686746,0.955804,0.890798,0.615755,0.587897,0.970275,DERMASON
0.086949,0.71382,0.923209,0.882417,0.628768,0.557915,0.96437,DERMASON
0.095411,0.693782,0.919515,0.813955,0.619139,0.579814,0.962569,DERMASON
0.104421,0.831707,0.869935,0.745074,0.703361,0.413026,0.944747,DERMASON
0.093169,0.800167,0.904733,0.831862,0.679938,0.454018,0.943952,DERMASON
0.089999,0.655956,0.893285,0.85783,0.602434,0.619679,0.964249,DERMASON
0.082172,0.646461,0.962471,0.923604,0.598755,0.628818,0.956349,DERMASON
0.087354,0.749326,0.963312,0.879987,0.647015,0.517787,0.977645,DERMASON
0.101767,0.817798,0.87778,0.765737,0.694239,0.428032,0.877845,DERMASON
0.090919,0.734981,0.917961,0.850974,0.639647,0.533116,0.954079,DERMASON
0.092805,0.718515,0.880268,0.835871,0.631215,0.551389,0.946936,DERMASON
0.086256,0.686736,0.941026,0.889568,0.615808,0.5866,0.953422,DERMASON
0.090919,0.7088,0.92497,0.851206,0.626433,0.561988,0.943598,DERMASON
0.102561,0.802148,0.889281,0.760244,0.680974,0.45124,0.943165,DERMASON
