@relation 'Dry_Beans_Dataset-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.unsupervised.attribute.Remove-V-R2,8,10-13,15-17'

@attribute Perimeter numeric
@attribute EquivDiameter numeric
@attribute Solidity numeric
@attribute roundness numeric
@attribute Compactness numeric
@attribute ShapeFactor1 numeric
@attribute ShapeFactor3 numeric
@attribute ShapeFactor4 numeric
@attribute Class {SEKER,BARBUNYA,BOMBAY,CALI,HOROZ,SIRA,DERMASON}

@data
0.213125,0.214904,0.887651,0.769439,0.415539,0.487412,0.36381,0.778528,SIRA
0.221989,0.214936,0.936586,0.716744,0.301464,0.532458,0.256611,0.935343,SIRA
0.2053,0.214948,0.956099,0.818448,0.462478,0.470091,0.40953,0.968915,SIRA
0.208571,0.214973,0.929935,0.797965,0.501087,0.456378,0.44784,0.951034,SIRA
0.204047,0.214973,0.910506,0.826592,0.481057,0.463418,0.427886,0.916711,SIRA
0.222278,0.214979,0.74598,0.715304,0.418566,0.486173,0.36673,0.711881,SIRA
0.214918,0.215048,0.952926,0.759367,0.330268,0.520464,0.283156,0.94486,SIRA
0.21132,0.215117,0.933732,0.781733,0.45084,0.474073,0.398107,0.843323,SIRA
0.203399,0.215155,0.950829,0.831829,0.533172,0.445107,0.480158,0.938399,SIRA
0.20962,0.215186,0.915399,0.79266,0.437206,0.478967,0.384798,0.930634,SIRA
0.208872,0.21533,0.927436,0.798163,0.366237,0.505724,0.3168,0.940551,SIRA
0.221519,0.215374,0.914962,0.721928,0.37701,0.50146,0.326983,0.917691,SIRA
0.204558,0.215387,0.94558,0.825767,0.446121,0.475424,0.393491,0.947703,SIRA
0.208192,0.215412,0.926409,0.802894,0.43954,0.477799,0.38707,0.928549,SIRA
0.210261,0.215499,0.913167,0.790492,0.421342,0.484414,0.369412,0.871999,SIRA
0.218302,0.215499,0.890382,0.74161,0.357759,0.508819,0.308821,0.936668,SIRA
0.211646,0.215599,0.903673,0.782498,0.443015,0.476267,0.390459,0.907705,SIRA
0.215307,0.215687,0.879663,0.760645,0.428536,0.481479,0.376376,0.861956,SIRA
0.213713,0.215756,0.932419,0.770721,0.360404,0.507411,0.311306,0.9327,SIRA
0.213319,0.215812,0.879213,0.773452,0.424895,0.482657,0.372848,0.849447,SIRA
0.204081,0.215831,0.943629,0.831452,0.523636,0.447457,0.470507,0.956806,SIRA
0.209088,0.215862,0.906463,0.799905,0.438856,0.477431,0.386404,0.93652,SIRA
0.207897,0.215868,0.929811,0.80741,0.429391,0.480912,0.377205,0.932898,SIRA
0.219223,0.2159,0.904629,0.738395,0.440188,0.47689,0.387702,0.938989,SIRA
0.210682,0.2159,0.912576,0.790193,0.458694,0.470158,0.405809,0.916496,SIRA
0.214065,0.216012,0.930673,0.770042,0.475504,0.463984,0.422384,0.948421,SIRA
0.210231,0.216025,0.919266,0.793719,0.442812,0.475758,0.39026,0.961267,SIRA
0.211182,0.216069,0.937343,0.788073,0.414145,0.486316,0.362467,0.947408,SIRA
0.234085,0.216087,0.764192,0.654526,0.370681,0.502913,0.320995,0.912396,SIRA
0.209233,0.2161,0.927261,0.80038,0.420436,0.48392,0.368536,0.904377,SIRA
0.206999,0.216194,0.944577,0.814983,0.389517,0.49548,0.338869,0.916246,SIRA
0.206295,0.216231,0.944326,0.819667,0.423445,0.482617,0.371445,0.892645,SIRA
0.205604,0.21625,0.946728,0.824179,0.455174,0.470953,0.402353,0.95251,SIRA
0.20503,0.216269,0.926013,0.827955,0.492172,0.457755,0.438937,0.938167,SIRA
0.216795,0.216294,0.904841,0.755117,0.46538,0.467218,0.412388,0.913001,SIRA
0.222117,0.216319,0.901682,0.723688,0.371297,0.502345,0.321577,0.788164,SIRA
0.213271,0.216331,0.921271,0.776722,0.375155,0.500828,0.325226,0.95202,SIRA
0.207683,0.216337,0.947295,0.811503,0.43351,0.478744,0.381204,0.954172,SIRA
0.211948,0.216337,0.907508,0.78489,0.425866,0.481571,0.373788,0.915965,SIRA
0.22021,0.216362,0.87008,0.735145,0.375999,0.500456,0.326026,0.876518,SIRA
0.213357,0.216481,0.939645,0.777058,0.447626,0.473376,0.394962,0.971173,SIRA
0.212733,0.216556,0.956428,0.781317,0.423568,0.482123,0.371564,0.895182,SIRA
0.206875,0.216581,0.914775,0.818046,0.519695,0.44781,0.466529,0.820358,SIRA
0.21229,0.216594,0.920073,0.784259,0.437023,0.4771,0.384619,0.92007,SIRA
0.215521,0.216681,0.884484,0.765012,0.383182,0.49723,0.332841,0.900008,SIRA
0.204465,0.216706,0.932048,0.834163,0.484406,0.459897,0.43121,0.884904,SIRA
0.213036,0.216756,0.9072,0.780606,0.529261,0.44432,0.476195,0.888193,SIRA
0.215951,0.216769,0.886642,0.762905,0.433081,0.47831,0.380787,0.91954,SIRA
0.208525,0.216806,0.942437,0.808936,0.456955,0.469553,0.404102,0.918645,SIRA
0.206946,0.216831,0.90988,0.819057,0.453054,0.470929,0.400275,0.889469,SIRA
0.212477,0.216912,0.955762,0.784942,0.369794,0.502092,0.320157,0.907779,SIRA
0.221057,0.216956,0.908097,0.733463,0.313637,0.524484,0.267786,0.835118,SIRA
0.216347,0.216993,0.914189,0.761787,0.413322,0.485343,0.361674,0.913701,SIRA
0.210358,0.217131,0.929061,0.799344,0.480921,0.460557,0.42775,0.867177,SIRA
0.208996,0.217168,0.943382,0.808092,0.471424,0.463875,0.41835,0.972119,SIRA
0.204388,0.217243,0.937054,0.837843,0.424893,0.480684,0.372847,0.928692,SIRA
0.203323,0.217337,0.955654,0.845276,0.475715,0.462123,0.422592,0.958618,SIRA
0.216621,0.217349,0.960972,0.762154,0.36113,0.504863,0.31199,0.9519,SIRA
0.21624,0.217349,0.887512,0.76446,0.438167,0.475645,0.385734,0.90484,SIRA
0.211159,0.217374,0.859996,0.795768,0.473903,0.462716,0.4208,0.850936,SIRA
0.205526,0.217449,0.922865,0.831753,0.569456,0.430012,0.517236,0.956229,SIRA
0.213621,0.217555,0.915264,0.781601,0.476581,0.461522,0.42345,0.905097,SIRA
0.213018,0.217611,0.851273,0.785629,0.483025,0.459169,0.429838,0.83706,SIRA
0.22759,0.217618,0.932455,0.699207,0.289916,0.533354,0.246068,0.95572,SIRA
0.209329,0.217686,0.914802,0.809017,0.526898,0.443897,0.473804,0.884487,SIRA
0.211893,0.217686,0.924034,0.793016,0.52562,0.444331,0.472511,0.960585,SIRA
0.216268,0.217761,0.934105,0.766632,0.432289,0.47724,0.380017,0.941232,SIRA
0.214405,0.217792,0.957415,0.778155,0.391882,0.492341,0.341124,0.917589,SIRA
0.20805,0.217848,0.901199,0.818029,0.496883,0.453999,0.443637,0.874444,SIRA
0.215804,0.217898,0.952948,0.770226,0.418112,0.482303,0.366292,0.911695,SIRA
0.221861,0.217904,0.916756,0.734029,0.349544,0.508646,0.301117,0.937423,SIRA
0.2121,0.217942,0.893895,0.793211,0.447924,0.471278,0.395254,0.892495,SIRA
0.223187,0.217954,0.928909,0.726519,0.361321,0.503933,0.312169,0.903791,SIRA
0.211173,0.217979,0.921009,0.799183,0.532597,0.441583,0.479576,0.928541,SIRA
0.208034,0.218017,0.938972,0.819119,0.477816,0.460465,0.424673,0.949351,SIRA
0.218767,0.218023,0.939239,0.753065,0.42288,0.480358,0.370899,0.90148,SIRA
0.219249,0.218129,0.767983,0.750776,0.48966,0.456147,0.436435,0.729932,SIRA
0.214966,0.218135,0.907925,0.776689,0.41379,0.48359,0.362125,0.921917,SIRA
0.210412,0.21816,0.92663,0.804984,0.407949,0.485746,0.356506,0.937122,SIRA
0.220745,0.21816,0.898743,0.742053,0.359364,0.50441,0.310328,0.85165,SIRA
0.210955,0.218179,0.932177,0.8017,0.437275,0.474838,0.384864,0.896547,SIRA
0.221667,0.218216,0.915331,0.736912,0.311819,0.523407,0.266114,0.935389,SIRA
0.223667,0.218241,0.883845,0.72531,0.380164,0.496206,0.329975,0.85817,SIRA
0.213137,0.218266,0.929315,0.788667,0.396828,0.489799,0.345847,0.948175,SIRA
0.206609,0.218266,0.95547,0.829644,0.450888,0.469763,0.398153,0.927124,SIRA
0.21004,0.218334,0.931719,0.808332,0.428955,0.477684,0.376782,0.945298,SIRA
0.219343,0.218509,0.927845,0.752358,0.360157,0.503606,0.311074,0.892702,SIRA
0.217773,0.218509,0.915215,0.761781,0.398357,0.488882,0.347309,0.928899,SIRA
0.234912,0.218528,0.798249,0.66301,0.303005,0.526585,0.258023,0.781872,SIRA
0.204933,0.218546,0.943947,0.842057,0.489487,0.455651,0.436263,0.938822,SIRA
0.219425,0.218577,0.906844,0.752253,0.379347,0.496051,0.3292,0.907568,SIRA
0.218787,0.218752,0.924537,0.757058,0.397069,0.489034,0.346078,0.904691,SIRA
0.212851,0.218814,0.922462,0.79359,0.420028,0.480331,0.368142,0.942839,SIRA
0.210223,0.218833,0.928521,0.810082,0.509049,0.448485,0.455818,0.917705,SIRA
0.21009,0.218851,0.913811,0.811029,0.480578,0.458372,0.427411,0.941411,SIRA
0.207761,0.218876,0.912248,0.825891,0.497819,0.452308,0.444572,0.923392,SIRA
0.207355,0.218889,0.924864,0.828549,0.471437,0.461556,0.418363,0.957997,SIRA
0.23019,0.218895,0.825963,0.69139,0.327438,0.516076,0.280533,0.792227,SIRA
0.208722,0.218951,0.947277,0.820231,0.499161,0.451743,0.445913,0.955119,SIRA
0.213349,0.218995,0.965519,0.791553,0.357691,0.503889,0.308757,0.928424,SIRA
0.222598,0.218995,0.848345,0.735771,0.397234,0.488635,0.346235,0.859044,SIRA
0.215011,0.219026,0.919674,0.781511,0.400209,0.487466,0.349082,0.947726,SIRA
0.209555,0.219057,0.884073,0.815591,0.441658,0.472041,0.389135,0.885645,SIRA
0.213249,0.219075,0.937841,0.792637,0.46252,0.464484,0.409571,0.914788,SIRA
0.220925,0.219075,0.91576,0.74612,0.362077,0.502056,0.31288,0.901172,SIRA
0.213917,0.219138,0.902424,0.788875,0.510073,0.44773,0.456847,0.921216,SIRA
0.213552,0.219181,0.932887,0.791376,0.371965,0.498058,0.322209,0.927658,SIRA
0.22459,0.219194,0.916344,0.725205,0.408311,0.484183,0.356854,0.957247,SIRA
0.223038,0.219194,0.943158,0.734292,0.393798,0.489662,0.342953,0.92188,SIRA
0.220913,0.219343,0.870689,0.747691,0.432933,0.474843,0.380643,0.839226,SIRA
0.209402,0.219343,0.90332,0.818231,0.455387,0.466683,0.402563,0.906333,SIRA
0.207801,0.219411,0.935092,0.828783,0.497006,0.451881,0.443759,0.895526,SIRA
0.220402,0.219411,0.924846,0.75112,0.3826,0.493636,0.332288,0.881529,SIRA
0.225776,0.219436,0.891347,0.71965,0.329256,0.51457,0.282218,0.820116,SIRA
0.2136,0.219474,0.948275,0.79276,0.434768,0.473992,0.382426,0.94667,SIRA
0.229064,0.219554,0.864582,0.701384,0.374754,0.496457,0.324847,0.888583,SIRA
0.208328,0.219573,0.944366,0.826379,0.469225,0.461425,0.416178,0.912032,SIRA
0.220223,0.219648,0.899041,0.753517,0.405444,0.484634,0.3541,0.944329,SIRA
0.210205,0.21966,0.922603,0.815015,0.513059,0.446019,0.459848,0.940657,SIRA
0.226675,0.219673,0.749521,0.715749,0.296148,0.527767,0.251751,0.663102,SIRA
0.205016,0.219679,0.95494,0.848237,0.482158,0.456712,0.428978,0.94742,SIRA
0.208976,0.219766,0.930521,0.823398,0.51507,0.445192,0.461871,0.933829,SIRA
0.211291,0.219791,0.810412,0.808958,0.481716,0.456719,0.428539,0.748139,SIRA
0.214375,0.219816,0.912726,0.789945,0.438974,0.47199,0.386519,0.870214,SIRA
0.218773,0.219934,0.858085,0.763829,0.369044,0.498138,0.319448,0.829136,SIRA
0.216362,0.219971,0.925109,0.778659,0.406556,0.483772,0.355167,0.835854,SIRA
0.211403,0.219996,0.924596,0.809446,0.491024,0.453188,0.437793,0.955688,SIRA
0.214187,0.220226,0.90275,0.793465,0.421695,0.477781,0.369753,0.885448,SIRA
0.211507,0.220232,0.958039,0.810166,0.433555,0.473406,0.381247,0.960437,SIRA
0.21235,0.220306,0.947552,0.805331,0.459868,0.463779,0.406963,0.982644,SIRA
0.217663,0.220313,0.943354,0.772688,0.365055,0.499158,0.315686,0.910844,SIRA
0.222112,0.22035,0.867959,0.746219,0.330878,0.512617,0.283722,0.88091,SIRA
0.214285,0.220387,0.921117,0.79379,0.474346,0.458522,0.421238,0.898418,SIRA
0.215923,0.220387,0.897623,0.783716,0.403629,0.484299,0.352359,0.953712,SIRA
0.20948,0.220393,0.928971,0.82388,0.451461,0.466682,0.398714,0.954424,SIRA
0.222707,0.220505,0.940023,0.743565,0.390039,0.489276,0.339366,0.789006,SIRA
0.212317,0.220517,0.889105,0.806764,0.536551,0.436942,0.483587,0.919581,SIRA
0.220049,0.220617,0.919399,0.76002,0.406574,0.482878,0.355185,0.954029,SIRA
0.214199,0.220635,0.960025,0.795753,0.413601,0.480226,0.361943,0.95774,SIRA
0.211006,0.220642,0.901671,0.815695,0.518678,0.442815,0.465504,0.900091,SIRA
0.210643,0.22071,0.954798,0.818377,0.423386,0.476496,0.371388,0.957926,SIRA
0.22635,0.220716,0.887921,0.723388,0.315931,0.518136,0.269899,0.765855,SIRA
0.219294,0.220729,0.910058,0.765186,0.359795,0.500627,0.310734,0.905906,SIRA
0.211549,0.220735,0.974003,0.812831,0.429179,0.474328,0.377,0.947175,SIRA
0.212574,0.220772,0.925483,0.806632,0.41901,0.47803,0.367159,0.939691,SIRA
0.227986,0.220964,0.887546,0.715288,0.504384,0.447282,0.45114,0.895469,SIRA
0.21226,0.221014,0.90812,0.809998,0.441806,0.469338,0.389279,0.919034,SIRA
0.217186,0.22102,0.916986,0.77962,0.48034,0.455568,0.427174,0.92957,SIRA
0.215024,0.221033,0.934751,0.792944,0.427638,0.47449,0.375505,0.970952,SIRA
0.224956,0.221057,0.912572,0.733403,0.357017,0.501253,0.308124,0.789249,SIRA
0.226649,0.221101,0.883993,0.723775,0.364389,0.498316,0.315058,0.929357,SIRA
0.216164,0.221144,0.908969,0.786577,0.401973,0.483881,0.350772,0.879053,SIRA
0.211549,0.2212,0.960751,0.815533,0.483976,0.454054,0.430783,0.940335,SIRA
0.224496,0.221256,0.93119,0.737205,0.330687,0.511408,0.283545,0.944143,SIRA
0.203469,0.221274,0.952912,0.86783,0.566128,0.426182,0.513812,0.963723,SIRA
0.219336,0.221312,0.93644,0.76824,0.400342,0.484265,0.34921,0.96735,SIRA
0.219157,0.22133,0.910888,0.769424,0.41031,0.480503,0.358775,0.905827,SIRA
0.212085,0.221361,0.926018,0.813107,0.437136,0.470568,0.38473,0.948964,SIRA
0.209969,0.221491,0.967149,0.827205,0.465684,0.460119,0.412687,0.961009,SIRA
0.224433,0.221498,0.933126,0.738924,0.394727,0.486128,0.34384,0.973838,SIRA
0.216718,0.221516,0.923222,0.785308,0.42783,0.473764,0.375691,0.859241,SIRA
0.214838,0.221547,0.919068,0.797049,0.475934,0.456418,0.42281,0.917177,SIRA
0.219596,0.221578,0.902437,0.76818,0.356806,0.500607,0.307925,0.894057,SIRA
0.215106,0.22169,0.924606,0.796215,0.445822,0.466973,0.393199,0.955021,SIRA
0.212999,0.221758,0.944466,0.80969,0.450494,0.465196,0.397768,0.963571,SIRA
0.226864,0.221801,0.898145,0.726394,0.364292,0.497376,0.314966,0.904127,SIRA
0.214495,0.221882,0.928864,0.801103,0.465798,0.459558,0.412799,0.963676,SIRA
0.216625,0.221919,0.941659,0.788182,0.489739,0.451093,0.436513,0.833253,SIRA
0.223371,0.221931,0.943492,0.747609,0.338635,0.507279,0.290933,0.944505,SIRA
0.214607,0.222006,0.928139,0.801121,0.462909,0.46042,0.409954,0.925026,SIRA
0.226531,0.222117,0.841296,0.730077,0.362058,0.497805,0.312862,0.861299,SIRA
0.21335,0.222229,0.964515,0.810228,0.412671,0.478398,0.361047,0.936124,SIRA
0.218522,0.222235,0.892428,0.778408,0.514717,0.442084,0.461515,0.911987,SIRA
0.224229,0.222266,0.839864,0.744402,0.383284,0.489418,0.332937,0.85931,SIRA
0.221507,0.222334,0.971618,0.760962,0.350155,0.502159,0.301689,0.965358,SIRA
0.22932,0.222421,0.910666,0.715598,0.333815,0.50851,0.286449,0.928925,SIRA
0.221204,0.222458,0.933028,0.763476,0.367666,0.495155,0.318148,0.913408,SIRA
0.221815,0.222495,0.870116,0.760024,0.431465,0.471108,0.379217,0.877799,SIRA
0.221264,0.22252,0.845183,0.763468,0.539755,0.433283,0.486844,0.794944,SIRA
0.224537,0.222551,0.813708,0.744172,0.415069,0.47707,0.363357,0.81898,SIRA
0.221028,0.222563,0.902448,0.765125,0.373908,0.492601,0.324047,0.91426,SIRA
0.211522,0.222619,0.93544,0.823968,0.452276,0.463403,0.399513,0.948575,SIRA
0.221067,0.222749,0.900477,0.765938,0.380845,0.489684,0.330621,0.885433,SIRA
0.213549,0.222804,0.929802,0.812317,0.500826,0.446095,0.447578,0.985457,SIRA
0.220224,0.222984,0.891821,0.772343,0.481431,0.452589,0.428256,0.914645,SIRA
0.208152,0.223058,0.930695,0.848018,0.585115,0.417774,0.533409,0.854507,SIRA
0.202926,0.223144,0.945546,0.882628,0.641031,0.400145,0.592019,0.96559,SIRA
0.230004,0.22315,0.885469,0.715669,0.331862,0.508262,0.284635,0.881559,SIRA
0.212263,0.223206,0.934396,0.822721,0.508471,0.442949,0.455238,0.955723,SIRA
0.221973,0.22328,0.874475,0.763498,0.432111,0.469814,0.379845,0.804863,SIRA
0.225694,0.22333,0.89305,0.741702,0.335067,0.506732,0.287613,0.83394,SIRA
0.228993,0.223385,0.907539,0.722781,0.330607,0.508432,0.283471,0.923291,SIRA
0.218259,0.223435,0.861728,0.786845,0.451667,0.462532,0.398917,0.821384,SIRA
0.215848,0.223472,0.968848,0.801877,0.413414,0.476434,0.361762,0.974649,SIRA
0.216603,0.223595,0.889336,0.797923,0.485481,0.45037,0.432278,0.921804,SIRA
0.21398,0.223694,0.926576,0.814776,0.529559,0.435178,0.476497,0.91524,SIRA
0.22079,0.223694,0.920105,0.772951,0.374565,0.490786,0.324668,0.910919,SIRA
0.220751,0.223719,0.955911,0.773326,0.328988,0.50861,0.281969,0.942,SIRA
0.233026,0.223744,0.908242,0.701656,0.285054,0.526511,0.241646,0.920392,SIRA
0.226997,0.22375,0.857325,0.736397,0.375525,0.490341,0.325577,0.875037,SIRA
0.221763,0.223824,0.748672,0.767822,0.486216,0.449814,0.433008,0.653744,SIRA
0.218256,0.223855,0.936233,0.789258,0.442679,0.465207,0.390131,0.958112,SIRA
0.212988,0.223873,0.942983,0.822036,0.475975,0.453328,0.422849,0.93528,SIRA
0.220208,0.223947,0.872581,0.777903,0.422893,0.472291,0.370911,0.926473,SIRA
0.222514,0.223966,0.936281,0.764123,0.368373,0.492794,0.318815,0.937181,SIRA
0.21709,0.223972,0.853381,0.797085,0.469482,0.455482,0.416432,0.845254,SIRA
0.213622,0.224077,0.877281,0.819242,0.46219,0.457924,0.409247,0.870088,SIRA
0.216662,0.224182,0.937668,0.800927,0.512084,0.44045,0.458867,0.909242,SIRA
0.220163,0.224256,0.936664,0.779924,0.523554,0.436472,0.470424,0.895658,SIRA
0.219792,0.224262,0.950142,0.782216,0.394888,0.482282,0.343993,0.969564,SIRA
0.217717,0.224386,0.948893,0.795596,0.454031,0.460421,0.401233,0.969459,SIRA
0.245256,0.224441,0.806361,0.638047,0.293152,0.522153,0.249017,0.893764,SIRA
0.211555,0.224466,0.956185,0.834544,0.412214,0.475533,0.360607,0.924043,SIRA
0.216385,0.224515,0.942986,0.804556,0.490461,0.447436,0.437232,0.850804,SIRA
0.212631,0.224589,0.946382,0.828455,0.499542,0.444208,0.446294,0.885693,SIRA
0.226395,0.224639,0.834975,0.744855,0.43811,0.465812,0.385678,0.828542,SIRA
0.218367,0.224657,0.947445,0.79316,0.415822,0.47394,0.364083,0.963939,SIRA
0.225982,0.224669,0.898688,0.747457,0.562393,0.423079,0.509974,0.855594,SIRA
0.223422,0.224669,0.899974,0.762644,0.384215,0.485763,0.333822,0.902823,SIRA
0.215964,0.224971,0.929742,0.80979,0.539292,0.430292,0.486373,0.9082,SIRA
0.240986,0.225058,0.823857,0.664369,0.295409,0.520344,0.251076,0.822781,SIRA
0.220642,0.225058,0.913036,0.781569,0.413154,0.474385,0.361512,0.841122,SIRA
0.217139,0.225175,0.92674,0.803681,0.402853,0.478055,0.351615,0.954236,SIRA
0.21621,0.225187,0.896662,0.809511,0.479824,0.450255,0.426662,0.910092,SIRA
0.225493,0.225249,0.925228,0.753574,0.366221,0.491855,0.316785,0.892268,SIRA
0.228407,0.225384,0.813472,0.737202,0.43094,0.467419,0.378708,0.746835,SIRA
0.218074,0.225397,0.936119,0.79919,0.435638,0.465696,0.383272,0.949073,SIRA
0.213443,0.225458,0.948018,0.828392,0.565647,0.421024,0.513316,0.938277,SIRA
0.227774,0.225606,0.914338,0.742131,0.381016,0.485698,0.330783,0.783216,SIRA
0.22246,0.225637,0.885394,0.773861,0.41303,0.473651,0.361393,0.884358,SIRA
0.220932,0.225735,0.914403,0.783651,0.432607,0.466344,0.380326,0.920601,SIRA
0.215725,0.225785,0.925219,0.815974,0.456238,0.457782,0.403397,0.939568,SIRA
0.225985,0.225797,0.948924,0.753722,0.362249,0.492635,0.313043,0.956237,SIRA
0.222987,0.225828,0.947646,0.771766,0.360341,0.493331,0.311247,0.971636,SIRA
0.218491,0.225852,0.940952,0.799233,0.43092,0.466801,0.378688,0.883383,SIRA
0.219048,0.225895,0.892192,0.796057,0.45257,0.458942,0.399801,0.914092,SIRA
0.225028,0.225932,0.929658,0.760155,0.389342,0.482099,0.338702,0.89992,SIRA
0.21973,0.225945,0.958533,0.792163,0.430256,0.466919,0.378044,0.947455,SIRA
0.225247,0.225951,0.886089,0.758956,0.396286,0.479462,0.345329,0.923628,SIRA
0.230099,0.226018,0.921473,0.73086,0.337012,0.5022,0.289422,0.836368,SIRA
0.226111,0.22608,0.915343,0.754555,0.410018,0.474169,0.358495,0.94799,SIRA
0.219105,0.22616,0.960159,0.79722,0.454577,0.457878,0.401768,0.915242,SIRA
0.223895,0.226215,0.908491,0.768503,0.383835,0.483797,0.333461,0.933072,SIRA
0.214165,0.226388,0.932688,0.829245,0.492839,0.444177,0.439602,0.934578,SIRA
0.229681,0.226388,0.892726,0.735317,0.363884,0.491192,0.314582,0.931338,SIRA
0.223864,0.226388,0.928835,0.769651,0.379375,0.485256,0.329226,0.901876,SIRA
0.221392,0.226449,0.899147,0.784911,0.431883,0.465656,0.379623,0.90974,SIRA
0.219318,0.226492,0.90761,0.797806,0.415131,0.471726,0.363417,0.884632,SIRA
0.228332,0.226498,0.901219,0.743804,0.401118,0.476914,0.349953,0.891704,SIRA
0.225594,0.226511,0.894328,0.760023,0.401035,0.476928,0.349873,0.912347,SIRA
0.221787,0.226572,0.925839,0.783208,0.358067,0.493188,0.30911,0.88603,SIRA
0.221373,0.226652,0.941025,0.786173,0.395697,0.478733,0.344766,0.937886,SIRA
0.222744,0.226726,0.935917,0.778294,0.396263,0.478421,0.345307,0.906609,SIRA
0.222397,0.226756,0.932337,0.780564,0.387065,0.481839,0.336533,0.879495,SIRA
0.252649,0.22683,0.903185,0.611436,0.197257,0.560065,0.16353,0.948878,SIRA
0.227331,0.22718,0.885026,0.753475,0.45967,0.454726,0.406769,0.893033,SIRA
0.232118,0.227211,0.860666,0.725734,0.405267,0.474409,0.35393,0.900221,SIRA
0.218792,0.227297,0.918499,0.80565,0.460762,0.454186,0.407842,0.94191,SIRA
0.228559,0.227316,0.863017,0.746998,0.416478,0.470128,0.364715,0.839618,SIRA
0.216255,0.227346,0.926451,0.821688,0.479009,0.447721,0.425855,0.967996,SIRA
0.230813,0.227346,0.904479,0.734017,0.332114,0.502295,0.284869,0.929104,SIRA
0.248202,0.227358,0.677422,0.637515,0.42907,0.465468,0.376893,0.544675,SIRA
0.232201,0.227395,0.898897,0.72627,0.342238,0.498231,0.294291,0.847837,SIRA
0.219273,0.227463,0.938539,0.803637,0.419618,0.468778,0.367746,0.936518,SIRA
0.216537,0.227475,0.906842,0.820666,0.48682,0.444844,0.433609,0.943915,SIRA
0.223096,0.227506,0.909664,0.780575,0.43726,0.462306,0.384851,0.942671,SIRA
0.233709,0.22753,0.954987,0.718347,0.289144,0.519417,0.245366,0.859161,SIRA
0.228608,0.227537,0.926794,0.747934,0.320229,0.506768,0.273865,0.895453,SIRA
0.229957,0.227579,0.905112,0.740282,0.358994,0.491445,0.309981,0.901947,SIRA
0.222377,0.227598,0.926055,0.785444,0.469224,0.450812,0.416177,0.906657,SIRA
0.221769,0.227604,0.928871,0.78917,0.393867,0.478133,0.343018,0.902236,SIRA
0.216546,0.227622,0.964529,0.821466,0.453322,0.456398,0.400538,0.973865,SIRA
0.219666,0.227874,0.915205,0.80357,0.419406,0.468308,0.367541,0.935913,SIRA
0.229917,0.227991,0.913478,0.742783,0.386732,0.480293,0.336216,0.862995,SIRA
0.218005,0.227997,0.917561,0.814538,0.473048,0.448953,0.419954,0.91837,SIRA
0.228993,0.228027,0.878168,0.748396,0.356518,0.49179,0.307655,0.848753,SIRA
0.22549,0.228132,0.937541,0.769714,0.443907,0.459089,0.391329,0.926034,SIRA
0.214901,0.228181,0.929896,0.835029,0.526249,0.430543,0.473148,0.917146,SIRA
0.222615,0.228236,0.948329,0.787612,0.471846,0.449062,0.418767,0.907564,SIRA
0.234382,0.228273,0.896833,0.718541,0.310617,0.509607,0.265008,0.949212,SIRA
0.219367,0.228303,0.955271,0.807866,0.440008,0.460262,0.387527,0.938038,SIRA
0.218385,0.228549,0.958434,0.815352,0.49016,0.442304,0.436933,0.930981,SIRA
0.221693,0.228549,0.959971,0.794992,0.397768,0.475403,0.346746,0.962279,SIRA
0.218224,0.228763,0.948789,0.817585,0.496102,0.439989,0.442857,0.9529,SIRA
0.216854,0.228794,0.94267,0.826308,0.491842,0.44141,0.438608,0.951413,SIRA
0.22541,0.228818,0.879913,0.774044,0.416179,0.468233,0.364427,0.828013,SIRA
0.224409,0.228824,0.856943,0.780094,0.443448,0.458342,0.390881,0.831232,SIRA
0.22225,0.228959,0.929224,0.79393,0.425786,0.464538,0.373711,0.961751,SIRA
0.224233,0.229033,0.934097,0.782324,0.402482,0.473,0.351259,0.976135,SIRA
0.235965,0.229051,0.90233,0.713748,0.261329,0.528867,0.220214,0.913503,SIRA
0.278944,0.229143,0.792775,0.494106,0.395093,0.475604,0.344189,0.897238,SIRA
0.229479,0.229204,0.922466,0.752059,0.357901,0.489646,0.308954,0.937544,SIRA
0.23042,0.229504,0.955199,0.748199,0.335206,0.498089,0.287742,0.980018,SIRA
0.22121,0.229547,0.932793,0.803631,0.432952,0.461165,0.380662,0.929625,SIRA
0.221715,0.229608,0.918594,0.800883,0.516825,0.431884,0.463637,0.956028,SIRA
0.228323,0.229742,0.86611,0.761868,0.438951,0.458748,0.386496,0.880752,SIRA
0.221707,0.229742,0.904216,0.8017,0.437301,0.459341,0.38489,0.862995,SIRA
0.220185,0.229767,0.944846,0.811201,0.424676,0.463872,0.372636,0.943807,SIRA
0.220382,0.229767,0.928315,0.80998,0.501096,0.436998,0.447848,0.859803,SIRA
0.223685,0.229846,0.918455,0.790237,0.47978,0.444214,0.426619,0.943245,SIRA
0.240207,0.229883,0.829833,0.694354,0.374165,0.482493,0.32429,0.844048,SIRA
0.226726,0.229993,0.935528,0.772761,0.457317,0.451881,0.404457,0.902446,SIRA
0.238719,0.230012,0.926395,0.703372,0.333337,0.498127,0.286005,0.91474,SIRA
0.230676,0.23006,0.925656,0.749779,0.321793,0.502636,0.275309,0.91412,SIRA
0.217755,0.230091,0.936332,0.828165,0.479886,0.443862,0.426724,0.90018,SIRA
