@relation 'Dry_Beans_Dataset-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.unsupervised.attribute.Remove-V-R2,7,1,8,3,14,13,4,17'

@attribute Perimeter numeric
@attribute ConvexArea numeric
@attribute Area numeric
@attribute EquivDiameter numeric
@attribute MajorAxisLength numeric
@attribute ShapeFactor2 numeric
@attribute ShapeFactor1 numeric
@attribute MinorAxisLength numeric
@attribute Class {SEKER,BARBUNYA,BOMBAY,CALI,HOROZ,SIRA,DERMASON}

@data
0.074676,0.035209,0.035944,0.074424,0.0895,0.550486,0.692269,0.105398,DERMASON
0.074288,0.035304,0.035957,0.074449,0.092241,0.536409,0.699038,0.102251,DERMASON
0.07089,0.034983,0.035966,0.074465,0.077885,0.614887,0.662946,0.118734,DERMASON
0.079476,0.035663,0.035983,0.074498,0.089715,0.54959,0.69248,0.105052,DERMASON
0.068982,0.035251,0.035995,0.074522,0.073088,0.643826,0.650665,0.123006,DERMASON
0.063001,0.035007,0.036021,0.074571,0.06502,0.69556,0.630222,0.133505,DERMASON
0.075237,0.035292,0.036042,0.074611,0.093711,0.529463,0.701989,0.100752,DERMASON
0.07829,0.035321,0.036089,0.074701,0.116957,0.424516,0.759845,0.076539,DERMASON
0.068448,0.034991,0.036111,0.074742,0.08955,0.551211,0.690973,0.105049,DERMASON
0.068655,0.034801,0.036128,0.074774,0.098029,0.508658,0.712072,0.09553,DERMASON
0.069461,0.035197,0.036158,0.074831,0.080669,0.600031,0.668324,0.115215,DERMASON
0.067803,0.035168,0.036175,0.074864,0.077409,0.619033,0.660017,0.118967,DERMASON
0.069219,0.035218,0.036196,0.074904,0.083601,0.583786,0.675345,0.111756,DERMASON
0.063883,0.035032,0.036256,0.075018,0.063076,0.710315,0.62347,0.137134,DERMASON
0.072716,0.035539,0.03626,0.075026,0.090565,0.546808,0.692237,0.104371,DERMASON
0.078588,0.035502,0.036294,0.075091,0.084804,0.577759,0.677529,0.111158,DERMASON
0.075496,0.035618,0.036324,0.075148,0.084093,0.581855,0.6755,0.112307,DERMASON
0.076862,0.035073,0.036333,0.075164,0.111009,0.450593,0.742758,0.083795,DERMASON
0.069167,0.035329,0.036358,0.075213,0.06066,0.727701,0.616609,0.140441,DERMASON
0.078106,0.035799,0.036388,0.07527,0.101322,0.494412,0.718041,0.093257,DERMASON
0.077806,0.035688,0.036388,0.07527,0.105719,0.474172,0.729035,0.090763,DERMASON
0.071908,0.035634,0.036388,0.07527,0.080762,0.600964,0.666634,0.115756,DERMASON
0.070621,0.035362,0.036422,0.075335,0.083401,0.586303,0.672945,0.113092,DERMASON
0.07726,0.035259,0.036422,0.075335,0.107531,0.466246,0.733262,0.088027,DERMASON
0.077189,0.035721,0.03644,0.075368,0.09176,0.541693,0.693694,0.103546,DERMASON
0.070248,0.035378,0.036465,0.075416,0.084586,0.580004,0.675551,0.112382,DERMASON
0.068557,0.035378,0.036482,0.075449,0.084964,0.578033,0.676351,0.110748,DERMASON
0.086943,0.036327,0.036516,0.075514,0.10927,0.459076,0.736774,0.090553,DERMASON
0.067323,0.035432,0.036534,0.075546,0.079032,0.611852,0.661108,0.118831,DERMASON
0.085343,0.036141,0.03658,0.075636,0.10345,0.485548,0.721677,0.09435,DERMASON
0.07145,0.035663,0.036606,0.075684,0.077767,0.619721,0.65735,0.121059,DERMASON
0.073041,0.035477,0.036615,0.075701,0.103862,0.483836,0.722406,0.090839,DERMASON
0.072858,0.035976,0.036623,0.075717,0.073399,0.646115,0.646309,0.126142,DERMASON
0.076821,0.035547,0.036627,0.075725,0.115118,0.43473,0.750382,0.081106,DERMASON
0.074694,0.035432,0.03664,0.075749,0.105458,0.47669,0.726164,0.089203,DERMASON
0.080994,0.035745,0.036645,0.075757,0.114366,0.437946,0.748353,0.080776,DERMASON
0.074726,0.035527,0.036666,0.075798,0.111184,0.451546,0.740223,0.084385,DERMASON
0.06979,0.035688,0.036666,0.075798,0.093057,0.536376,0.695002,0.103002,DERMASON
0.077494,0.035531,0.03667,0.075806,0.100417,0.500232,0.713326,0.098099,DERMASON
0.073312,0.035651,0.036679,0.075822,0.098831,0.507867,0.709294,0.097503,DERMASON
0.074273,0.036055,0.036738,0.075936,0.074672,0.639106,0.648543,0.128239,DERMASON
0.069666,0.035593,0.036764,0.075985,0.082203,0.595147,0.667109,0.115806,DERMASON
0.07835,0.036013,0.036794,0.076041,0.098874,0.508301,0.708406,0.096875,DERMASON
0.072418,0.035894,0.036794,0.076041,0.079854,0.608758,0.661005,0.118922,DERMASON
0.074466,0.036088,0.036824,0.076098,0.094651,0.529238,0.697626,0.102265,DERMASON
0.072728,0.035663,0.036828,0.076106,0.098556,0.510028,0.707318,0.098433,DERMASON
0.116374,0.03732,0.036837,0.076123,0.085288,0.578434,0.67419,0.112722,DERMASON
0.068799,0.035655,0.036854,0.076155,0.08748,0.566638,0.679509,0.110625,DERMASON
0.066111,0.035729,0.036867,0.076179,0.0824,0.594682,0.666747,0.11609,DERMASON
0.0668,0.035815,0.036888,0.07622,0.075154,0.637166,0.648528,0.124082,DERMASON
0.077892,0.036026,0.036892,0.076228,0.105412,0.478242,0.723838,0.090927,DERMASON
0.071144,0.036026,0.036901,0.076244,0.084803,0.58149,0.672449,0.112719,DERMASON
0.071255,0.035667,0.036905,0.076252,0.09849,0.510776,0.706492,0.098311,DERMASON
0.072003,0.036252,0.036922,0.076285,0.083728,0.587582,0.669594,0.114411,DERMASON
0.081947,0.035865,0.036926,0.076293,0.125877,0.393537,0.774487,0.070308,DERMASON
0.076941,0.035737,0.036935,0.076309,0.105068,0.480032,0.72261,0.090517,DERMASON
0.072588,0.036009,0.036935,0.076309,0.091768,0.544547,0.689502,0.105218,DERMASON
0.076417,0.036302,0.03696,0.076358,0.092678,0.540022,0.69155,0.105189,DERMASON
0.067406,0.035766,0.036978,0.07639,0.081233,0.601999,0.662925,0.117212,DERMASON
0.077905,0.035956,0.036982,0.076398,0.099548,0.506101,0.708464,0.096812,DERMASON
0.076581,0.036265,0.036982,0.076398,0.096712,0.51989,0.701407,0.100445,DERMASON
0.071228,0.036178,0.036982,0.076398,0.081553,0.600203,0.663685,0.117849,DERMASON
0.071767,0.0361,0.036999,0.076431,0.08583,0.576456,0.674186,0.112467,DERMASON
0.077407,0.036615,0.036999,0.076431,0.091359,0.54704,0.687941,0.107217,DERMASON
0.073784,0.036298,0.037007,0.076447,0.103681,0.486786,0.718524,0.092628,DERMASON
0.075186,0.036096,0.037012,0.076455,0.090323,0.552507,0.685257,0.106759,DERMASON
0.073569,0.035865,0.03705,0.076528,0.100092,0.503877,0.709227,0.097157,DERMASON
0.077825,0.036195,0.037054,0.076536,0.107389,0.470193,0.727338,0.089449,DERMASON
0.074129,0.0365,0.037059,0.076544,0.087535,0.567578,0.677928,0.112236,DERMASON
0.07398,0.036327,0.037114,0.076649,0.105804,0.477643,0.722873,0.093563,DERMASON
0.068674,0.03589,0.037131,0.076682,0.087148,0.570102,0.676359,0.111437,DERMASON
0.075413,0.035976,0.03714,0.076698,0.110105,0.458651,0.73334,0.087122,DERMASON
0.081029,0.03596,0.037144,0.076706,0.120469,0.415527,0.759058,0.076608,DERMASON
0.073085,0.036372,0.037157,0.07673,0.086889,0.571661,0.6755,0.111437,DERMASON
0.069336,0.036063,0.037161,0.076739,0.082088,0.598293,0.663535,0.117062,DERMASON
0.081674,0.036083,0.037165,0.076747,0.124395,0.400299,0.768619,0.07272,DERMASON
0.085967,0.036252,0.037212,0.076836,0.125437,0.396533,0.770782,0.072986,DERMASON
0.070846,0.035873,0.037251,0.076909,0.092129,0.544535,0.687727,0.107434,DERMASON
0.078015,0.036178,0.037272,0.076949,0.108741,0.465323,0.728789,0.089278,DERMASON
0.07278,0.036339,0.037294,0.07699,0.089879,0.556508,0.681784,0.109027,DERMASON
0.071182,0.036545,0.037298,0.076998,0.084702,0.584496,0.668897,0.114678,DERMASON
0.075888,0.036722,0.037302,0.077006,0.097106,0.519757,0.69965,0.101962,DERMASON
0.069485,0.036096,0.037311,0.077022,0.081851,0.600574,0.661717,0.117796,DERMASON
0.087999,0.036966,0.037328,0.077054,0.106441,0.475889,0.722595,0.092534,DERMASON
0.071791,0.036937,0.037328,0.077054,0.067236,0.690126,0.625311,0.138654,DERMASON
0.075066,0.03645,0.037345,0.077087,0.098824,0.511612,0.703546,0.099436,DERMASON
0.077944,0.036545,0.037349,0.077095,0.092705,0.542145,0.688329,0.108198,DERMASON
0.072146,0.036125,0.037362,0.077119,0.082103,0.599466,0.66192,0.118188,DERMASON
0.073359,0.03629,0.03737,0.077135,0.086518,0.574969,0.672802,0.112865,DERMASON
0.082099,0.036702,0.03737,0.077135,0.105357,0.481035,0.719534,0.093448,DERMASON
0.068703,0.036302,0.037409,0.077208,0.081744,0.601805,0.660643,0.118607,DERMASON
0.076863,0.036768,0.037422,0.077232,0.093514,0.53843,0.689722,0.104919,DERMASON
0.070539,0.036426,0.037464,0.077313,0.073844,0.648996,0.640607,0.127959,DERMASON
0.067645,0.036322,0.037494,0.07737,0.07041,0.670724,0.631857,0.131998,DERMASON
0.078633,0.03659,0.037524,0.077427,0.108151,0.469255,0.725122,0.091596,DERMASON
0.071338,0.036689,0.037524,0.077427,0.079148,0.617532,0.653266,0.121884,DERMASON
0.070844,0.036599,0.037575,0.077524,0.086802,0.57467,0.671804,0.113539,DERMASON
0.076218,0.036768,0.037618,0.077605,0.081706,0.603338,0.658835,0.12001,DERMASON
0.0703,0.036759,0.037627,0.077621,0.07961,0.615489,0.653577,0.122433,DERMASON
0.075522,0.036731,0.037669,0.077702,0.10071,0.504336,0.705445,0.098506,DERMASON
0.072418,0.036743,0.037674,0.07771,0.092238,0.546439,0.684443,0.107861,DERMASON
0.073013,0.036813,0.037695,0.07775,0.09411,0.536974,0.688896,0.105873,DERMASON
0.06836,0.036475,0.037708,0.077774,0.083021,0.596427,0.661357,0.117947,DERMASON
0.082891,0.036582,0.037721,0.077799,0.12348,0.40644,0.761331,0.076073,DERMASON
0.075548,0.036751,0.03775,0.077855,0.092563,0.545209,0.684603,0.109561,DERMASON
0.074783,0.036755,0.03775,0.077855,0.086637,0.576627,0.669949,0.114871,DERMASON
0.081124,0.036607,0.037789,0.077928,0.111895,0.454215,0.732076,0.08786,DERMASON
0.081139,0.036957,0.037789,0.077928,0.110747,0.459189,0.729239,0.088577,DERMASON
0.06751,0.036735,0.037806,0.07796,0.075449,0.641431,0.641835,0.127077,DERMASON
0.080123,0.036949,0.037827,0.078001,0.087269,0.573655,0.670877,0.11455,DERMASON
0.08186,0.036937,0.037836,0.078017,0.117996,0.428844,0.746742,0.081765,DERMASON
0.065582,0.03683,0.037844,0.078033,0.066961,0.695563,0.620551,0.138199,DERMASON
0.069303,0.036879,0.037857,0.078057,0.055595,0.775428,0.592366,0.152887,DERMASON
0.079177,0.036863,0.037874,0.078089,0.102573,0.496634,0.708298,0.098287,DERMASON
0.076501,0.03704,0.037887,0.078114,0.103508,0.492328,0.710498,0.097297,DERMASON
0.073556,0.037023,0.037887,0.078114,0.094787,0.534649,0.688953,0.105447,DERMASON
0.08364,0.037378,0.037887,0.078114,0.084418,0.589706,0.663338,0.118279,DERMASON
0.082019,0.03706,0.037891,0.078122,0.099444,0.511644,0.700423,0.100728,DERMASON
0.075561,0.036982,0.037947,0.078227,0.10115,0.503763,0.704163,0.098722,DERMASON
0.070198,0.036722,0.037947,0.078227,0.080494,0.612389,0.65316,0.122053,DERMASON
0.079109,0.03711,0.03796,0.078251,0.099123,0.513578,0.699051,0.101455,DERMASON
0.069224,0.037168,0.038011,0.078348,0.072194,0.662935,0.632158,0.131941,DERMASON
0.075726,0.037019,0.038024,0.078372,0.09167,0.551431,0.680116,0.110033,DERMASON
0.07932,0.037139,0.038071,0.078461,0.106888,0.47779,0.717263,0.093938,DERMASON
0.073133,0.037114,0.038113,0.078542,0.094025,0.539817,0.685176,0.106995,DERMASON
0.070014,0.036879,0.038139,0.07859,0.071691,0.666973,0.629903,0.134445,DERMASON
0.070457,0.036994,0.038143,0.078598,0.077545,0.631,0.6443,0.126577,DERMASON
0.076029,0.037493,0.038224,0.078751,0.090551,0.558476,0.675692,0.114053,DERMASON
0.07564,0.037242,0.038229,0.078759,0.094405,0.538543,0.685151,0.10754,DERMASON
0.075016,0.037332,0.038229,0.078759,0.091609,0.552949,0.678263,0.110625,DERMASON
0.07491,0.037056,0.038293,0.07888,0.100637,0.508112,0.699962,0.100337,DERMASON
0.07883,0.037275,0.038297,0.078888,0.097578,0.523032,0.692393,0.105562,DERMASON
0.070736,0.037015,0.038314,0.078921,0.085273,0.58757,0.661957,0.118023,DERMASON
0.074756,0.037106,0.038314,0.078921,0.101571,0.503765,0.702081,0.099807,DERMASON
0.074581,0.037147,0.038365,0.079017,0.081969,0.606526,0.653408,0.121516,DERMASON
0.072445,0.037159,0.038374,0.079034,0.093148,0.545812,0.680848,0.110044,DERMASON
0.068864,0.037357,0.038387,0.079058,0.077498,0.632861,0.642234,0.127046,DERMASON
0.080252,0.037485,0.038395,0.079074,0.09703,0.526296,0.690222,0.107535,DERMASON
0.078487,0.037238,0.038421,0.079122,0.116467,0.438016,0.737819,0.084743,DERMASON
0.076278,0.037139,0.038438,0.079154,0.108979,0.470327,0.719251,0.092769,DERMASON
0.073708,0.037679,0.038455,0.079187,0.0877,0.575107,0.666776,0.115689,DERMASON
0.082416,0.037415,0.038515,0.079299,0.111878,0.457983,0.725716,0.089642,DERMASON
0.074896,0.037514,0.038545,0.079356,0.100338,0.510939,0.697099,0.104937,DERMASON
0.079698,0.037559,0.038557,0.07938,0.114534,0.446809,0.731874,0.087295,DERMASON
0.084578,0.037489,0.038562,0.079388,0.107205,0.478937,0.713828,0.095914,DERMASON
0.073992,0.037662,0.03857,0.079404,0.078744,0.626627,0.643828,0.126883,DERMASON
0.069366,0.037291,0.038609,0.079477,0.08311,0.601537,0.654246,0.121631,DERMASON
0.075769,0.037567,0.038664,0.079581,0.09623,0.53181,0.686008,0.108949,DERMASON
0.078085,0.037572,0.038681,0.079614,0.10155,0.505872,0.698925,0.101538,DERMASON
0.079858,0.037753,0.038698,0.079646,0.093913,0.543758,0.680037,0.109787,DERMASON
0.082605,0.037769,0.038703,0.079654,0.110315,0.465776,0.720258,0.092684,DERMASON
0.072154,0.037283,0.038737,0.079718,0.095409,0.536362,0.683388,0.107938,DERMASON
0.078256,0.037827,0.038741,0.079726,0.100531,0.511087,0.695922,0.102894,DERMASON
0.075729,0.037703,0.038745,0.079734,0.095077,0.538089,0.682504,0.108698,DERMASON
0.073181,0.038017,0.03875,0.079742,0.079634,0.622523,0.644579,0.127015,DERMASON
0.076217,0.037683,0.03875,0.079742,0.090406,0.562344,0.671009,0.113775,DERMASON
0.079348,0.037687,0.038775,0.079791,0.102642,0.501193,0.700813,0.100686,DERMASON
0.07202,0.037596,0.038792,0.079823,0.084231,0.596337,0.655514,0.121151,DERMASON
0.07616,0.03786,0.038792,0.079823,0.089029,0.569952,0.66728,0.116092,DERMASON
0.073946,0.037724,0.038792,0.079823,0.097644,0.525488,0.688409,0.106152,DERMASON
0.071511,0.037724,0.038801,0.079839,0.085063,0.59173,0.657484,0.121,DERMASON
0.080898,0.037712,0.038809,0.079855,0.113402,0.452902,0.72691,0.090029,DERMASON
0.083493,0.03793,0.038826,0.079887,0.108731,0.473452,0.71531,0.097334,DERMASON
0.078673,0.037642,0.038848,0.079927,0.106412,0.484054,0.709441,0.09668,DERMASON
0.083021,0.038359,0.038882,0.079992,0.095943,0.534491,0.683494,0.111089,DERMASON
0.069827,0.037551,0.038895,0.080016,0.077663,0.635169,0.63859,0.13103,DERMASON
0.075508,0.037749,0.03892,0.080064,0.0971,0.528911,0.68601,0.108065,DERMASON
0.072694,0.037629,0.038929,0.08008,0.091112,0.559671,0.671268,0.113882,DERMASON
0.077449,0.037774,0.038937,0.080096,0.111186,0.463157,0.720375,0.09331,DERMASON
0.07393,0.03765,0.038946,0.080112,0.092259,0.553752,0.673938,0.111984,DERMASON
0.081879,0.037708,0.038955,0.080129,0.115892,0.443058,0.731757,0.087384,DERMASON
0.087361,0.038087,0.038959,0.080137,0.12082,0.422838,0.743789,0.084201,DERMASON
0.094606,0.038037,0.038976,0.080169,0.131983,0.380184,0.770977,0.071119,DERMASON
0.076229,0.038091,0.038989,0.080193,0.086948,0.582435,0.660583,0.118889,DERMASON
0.082294,0.038058,0.038993,0.080201,0.10698,0.482225,0.709601,0.096865,DERMASON
0.081481,0.038033,0.038997,0.080209,0.095273,0.538536,0.680898,0.109182,DERMASON
0.084777,0.038713,0.039031,0.080273,0.09565,0.536823,0.681538,0.111367,DERMASON
0.127812,0.04183,0.039036,0.080281,0.109221,0.472349,0.714723,0.100134,DERMASON
0.077976,0.03812,0.039066,0.080338,0.085753,0.589508,0.657035,0.121053,DERMASON
0.075276,0.038256,0.039066,0.080338,0.079925,0.622824,0.642774,0.128483,DERMASON
0.071325,0.037963,0.039087,0.080378,0.079013,0.628346,0.640373,0.127892,DERMASON
0.071024,0.038116,0.0391,0.080402,0.084794,0.59507,0.654414,0.121537,DERMASON
0.115598,0.03988,0.039113,0.080426,0.114927,0.447918,0.728027,0.089072,DERMASON
0.071003,0.038046,0.039172,0.080539,0.073648,0.661603,0.626576,0.135227,DERMASON
0.072774,0.037848,0.039185,0.080563,0.086974,0.583485,0.659056,0.12088,DERMASON
0.075011,0.038495,0.039185,0.080563,0.08947,0.569923,0.665159,0.118658,DERMASON
0.080379,0.038458,0.039198,0.080587,0.0887,0.57415,0.663172,0.118459,DERMASON
0.08676,0.038413,0.039206,0.080603,0.099847,0.51697,0.690354,0.105485,DERMASON
0.077983,0.038095,0.039206,0.080603,0.093807,0.547235,0.675587,0.111375,DERMASON
0.076217,0.038297,0.039228,0.080643,0.08334,0.604083,0.64983,0.123504,DERMASON
0.078617,0.038169,0.039271,0.080723,0.102552,0.504306,0.69643,0.103433,DERMASON
0.083508,0.03838,0.039317,0.080812,0.084135,0.600127,0.651054,0.122927,DERMASON
0.084222,0.038149,0.039317,0.080812,0.1041,0.497256,0.699817,0.100714,DERMASON
0.078027,0.038532,0.039326,0.080828,0.085932,0.590104,0.655374,0.121927,DERMASON
0.078212,0.038145,0.039343,0.08086,0.103251,0.50139,0.697528,0.101532,DERMASON
0.089453,0.038334,0.039352,0.080876,0.124862,0.408713,0.750226,0.080307,DERMASON
0.070792,0.038042,0.039352,0.080876,0.083377,0.60464,0.648931,0.12459,DERMASON
0.07663,0.038491,0.039369,0.080908,0.076838,0.643233,0.632828,0.133544,DERMASON
0.079667,0.03826,0.039394,0.080956,0.100074,0.516903,0.689346,0.105728,DERMASON
0.079388,0.038437,0.039416,0.080996,0.094013,0.547377,0.674377,0.112356,DERMASON
0.079933,0.03814,0.039416,0.080996,0.109439,0.473345,0.712023,0.096232,DERMASON
0.077384,0.038586,0.03942,0.081004,0.092037,0.557678,0.669519,0.115139,DERMASON
0.077846,0.038742,0.039446,0.081053,0.084934,0.596409,0.65198,0.122737,DERMASON
0.078256,0.038326,0.039471,0.081101,0.097578,0.529624,0.68262,0.108569,DERMASON
0.094619,0.038664,0.039484,0.081125,0.127403,0.399544,0.755263,0.077261,DERMASON
0.08207,0.03885,0.039493,0.081141,0.096244,0.536439,0.679189,0.111173,DERMASON
0.089441,0.038338,0.039501,0.081157,0.137483,0.362859,0.779696,0.068632,DERMASON
0.076923,0.038544,0.039505,0.081165,0.093284,0.551665,0.671865,0.113074,DERMASON
0.086635,0.039983,0.039522,0.081197,0.101767,0.509427,0.692411,0.109332,DERMASON
0.078838,0.038441,0.03954,0.081229,0.112851,0.458963,0.719293,0.092438,DERMASON
0.089497,0.039855,0.039569,0.081285,0.096139,0.537404,0.678303,0.113778,DERMASON
0.077806,0.038627,0.039574,0.081293,0.089771,0.570616,0.662744,0.117776,DERMASON
0.075403,0.038685,0.039574,0.081293,0.085835,0.592151,0.653152,0.122355,DERMASON
0.079801,0.038413,0.039578,0.081301,0.107864,0.481278,0.706811,0.099017,DERMASON
0.075979,0.038466,0.039599,0.081341,0.100572,0.515612,0.68886,0.10618,DERMASON
0.083807,0.038973,0.039599,0.081341,0.105834,0.49069,0.701682,0.100252,DERMASON
0.081414,0.038549,0.039629,0.081398,0.120163,0.428711,0.736344,0.086218,DERMASON
0.072872,0.038623,0.039633,0.081406,0.077164,0.642975,0.631547,0.133415,DERMASON
0.080804,0.038829,0.039642,0.081422,0.09266,0.555711,0.66923,0.116722,DERMASON
0.080505,0.038948,0.039655,0.081446,0.101052,0.513594,0.689568,0.106602,DERMASON
0.080006,0.039072,0.039659,0.081454,0.077379,0.641837,0.63187,0.133788,DERMASON
0.078793,0.038577,0.039663,0.081462,0.099105,0.523135,0.684757,0.107235,DERMASON
0.078494,0.038347,0.039663,0.081462,0.09964,0.520511,0.686058,0.107293,DERMASON
0.08562,0.038812,0.039663,0.081462,0.10218,0.508214,0.692246,0.104003,DERMASON
0.078404,0.038458,0.039663,0.081462,0.096039,0.538444,0.677288,0.111366,DERMASON
0.074501,0.038408,0.03968,0.081494,0.095229,0.54266,0.675175,0.112195,DERMASON
0.0781,0.038648,0.039689,0.08151,0.104814,0.495903,0.698448,0.101822,DERMASON
0.088043,0.038817,0.039689,0.08151,0.114769,0.451466,0.722689,0.091135,DERMASON
0.072486,0.038359,0.039715,0.081558,0.082325,0.612941,0.643478,0.126914,DERMASON
0.091102,0.038833,0.039719,0.081566,0.122544,0.419561,0.741365,0.082664,DERMASON
0.078787,0.038289,0.039732,0.08159,0.109512,0.474651,0.709528,0.097105,DERMASON
0.074653,0.038206,0.039744,0.081614,0.105198,0.494411,0.698918,0.101472,DERMASON
0.083426,0.038643,0.039757,0.081638,0.110701,0.469493,0.712204,0.095764,DERMASON
0.078176,0.038458,0.039762,0.081646,0.09751,0.531599,0.680063,0.109473,DERMASON
0.079546,0.038594,0.03977,0.081662,0.096994,0.534232,0.678738,0.110329,DERMASON
0.080156,0.038722,0.0398,0.081718,0.096873,0.535009,0.678199,0.11103,DERMASON
0.07582,0.038915,0.039864,0.081839,0.097531,0.532071,0.679273,0.110187,DERMASON
0.090209,0.039451,0.039881,0.081871,0.11604,0.447026,0.72414,0.090869,DERMASON
0.07837,0.038903,0.039902,0.081911,0.101439,0.513078,0.688462,0.105674,DERMASON
0.077076,0.03885,0.039911,0.081927,0.089,0.576782,0.658152,0.120338,DERMASON
0.0762,0.038767,0.039984,0.082063,0.092423,0.558939,0.665885,0.115949,DERMASON
0.091171,0.038965,0.040009,0.082111,0.142725,0.347073,0.787869,0.065292,DERMASON
0.071978,0.038734,0.040013,0.082119,0.086571,0.590733,0.65143,0.123013,DERMASON
0.072428,0.03892,0.040022,0.082135,0.082502,0.613846,0.641477,0.128657,DERMASON
0.079122,0.038882,0.040022,0.082135,0.101135,0.515206,0.686734,0.106295,DERMASON
0.079703,0.039068,0.040031,0.082151,0.092122,0.560799,0.664774,0.117517,DERMASON
0.078176,0.038911,0.040099,0.082279,0.10226,0.510202,0.688832,0.10763,DERMASON
0.073164,0.039019,0.040116,0.082311,0.081495,0.620282,0.638293,0.129776,DERMASON
0.089142,0.039666,0.040125,0.082327,0.119473,0.433922,0.730395,0.091802,DERMASON
0.092187,0.039328,0.040133,0.082343,0.122157,0.423076,0.736835,0.086726,DERMASON
0.078158,0.038821,0.040142,0.082359,0.101485,0.514164,0.6866,0.10694,DERMASON
0.069633,0.038796,0.040193,0.082455,0.082926,0.612462,0.641161,0.127338,DERMASON
0.077968,0.039179,0.04021,0.082487,0.095972,0.541887,0.672668,0.113331,DERMASON
0.079993,0.039105,0.040223,0.082511,0.089961,0.573441,0.657986,0.119787,DERMASON
0.077331,0.039212,0.040231,0.082527,0.084341,0.604604,0.644289,0.127142,DERMASON
0.084594,0.039134,0.040231,0.082527,0.111727,0.467384,0.710698,0.09653,DERMASON
0.076315,0.039006,0.040231,0.082527,0.082646,0.614319,0.640179,0.128708,DERMASON
0.080275,0.039175,0.040248,0.082559,0.104605,0.499875,0.693286,0.104268,DERMASON
0.076641,0.039258,0.040253,0.082567,0.094035,0.552084,0.667624,0.116268,DERMASON
0.093837,0.039843,0.040253,0.082567,0.09929,0.525499,0.680364,0.10976,DERMASON
0.073912,0.039357,0.040265,0.082591,0.076207,0.652952,0.6243,0.136461,DERMASON
0.076868,0.039167,0.040274,0.082607,0.085488,0.598378,0.646732,0.125027,DERMASON
0.083866,0.0396,0.040304,0.082663,0.10395,0.503258,0.69124,0.104546,DERMASON
0.085507,0.039464,0.040308,0.082671,0.10925,0.478811,0.704049,0.098733,DERMASON
0.086645,0.03946,0.040308,0.082671,0.113518,0.459948,0.714391,0.09532,DERMASON
0.072026,0.038928,0.040321,0.082695,0.080829,0.625484,0.63507,0.131099,DERMASON
0.082144,0.039249,0.040329,0.082711,0.10057,0.519641,0.682837,0.108982,DERMASON
0.076551,0.03915,0.040385,0.082815,0.101642,0.514738,0.684978,0.107707,DERMASON
0.085132,0.039282,0.040402,0.082847,0.114949,0.454251,0.717065,0.095552,DERMASON
0.079366,0.039138,0.040406,0.082855,0.1001,0.522365,0.681069,0.109632,DERMASON
0.079029,0.039216,0.04044,0.082919,0.096184,0.542118,0.671311,0.113508,DERMASON
0.083323,0.039707,0.040449,0.082935,0.101861,0.514026,0.684985,0.107677,DERMASON
0.08201,0.039249,0.040466,0.082967,0.104871,0.499788,0.69213,0.104284,DERMASON
0.073656,0.039299,0.040475,0.082983,0.071723,0.682592,0.611831,0.143242,DERMASON
0.074452,0.039505,0.040479,0.082991,0.08301,0.613764,0.639115,0.128999,DERMASON
0.083482,0.04,0.040517,0.083063,0.101145,0.517868,0.682692,0.108953,DERMASON
0.083265,0.039695,0.04053,0.083087,0.104726,0.500814,0.691249,0.104905,DERMASON
0.075968,0.039262,0.040534,0.083095,0.089424,0.578197,0.654198,0.12149,DERMASON
0.077532,0.039406,0.040543,0.083111,0.098364,0.53171,0.675755,0.111518,DERMASON
0.079986,0.039315,0.040564,0.083151,0.095043,0.548665,0.66755,0.115346,DERMASON
0.08752,0.039822,0.040569,0.083159,0.112255,0.466777,0.709143,0.09739,DERMASON
0.074737,0.039295,0.040577,0.083175,0.082735,0.615968,0.63768,0.129878,DERMASON
0.084096,0.039728,0.040586,0.083191,0.097455,0.536505,0.67321,0.113988,DERMASON
0.089023,0.039658,0.040598,0.083215,0.101357,0.517286,0.68254,0.110564,DERMASON
0.082837,0.039769,0.040598,0.083215,0.104616,0.501696,0.690421,0.105424,DERMASON
0.079217,0.039414,0.040607,0.083231,0.093053,0.559254,0.662395,0.117966,DERMASON
0.076958,0.039509,0.040641,0.083295,0.085022,0.603261,0.642708,0.127192,DERMASON
0.076835,0.039662,0.040684,0.083375,0.085713,0.599619,0.644043,0.1272,DERMASON
0.082631,0.039954,0.040722,0.083447,0.102667,0.511633,0.684694,0.107433,DERMASON
0.092255,0.04016,0.040727,0.083455,0.104829,0.501379,0.68988,0.107822,DERMASON
0.073102,0.039637,0.040739,0.083479,0.071736,0.684301,0.609847,0.143728,DERMASON
0.07865,0.03946,0.040778,0.08355,0.101225,0.518909,0.680758,0.109327,DERMASON
0.077258,0.03969,0.040833,0.083654,0.086821,0.594317,0.645543,0.125312,DERMASON
0.08577,0.04042,0.040846,0.083678,0.112945,0.465158,0.708485,0.098858,DERMASON
0.084376,0.039765,0.04085,0.083686,0.117453,0.445847,0.719327,0.092349,DERMASON
0.080277,0.03988,0.040863,0.08371,0.095941,0.54576,0.667313,0.116165,DERMASON
0.074247,0.039662,0.04088,0.083742,0.088948,0.582854,0.650305,0.123081,DERMASON
0.087784,0.040284,0.040932,0.083838,0.099076,0.530331,0.674324,0.112291,DERMASON
