@relation 'Dry_Beans_Dataset-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.unsupervised.attribute.Remove-V-R2-4,7-11,13-14,16-17'

@attribute Perimeter numeric
@attribute MajorAxisLength numeric
@attribute MinorAxisLength numeric
@attribute ConvexArea numeric
@attribute EquivDiameter numeric
@attribute Extent numeric
@attribute Solidity numeric
@attribute roundness numeric
@attribute ShapeFactor1 numeric
@attribute ShapeFactor2 numeric
@attribute ShapeFactor4 numeric
@attribute Class {SEKER,BARBUNYA,BOMBAY,CALI,HOROZ,SIRA,DERMASON}

@data
0.058296,0.060062,0.117657,0.029718,0.062894,0.65732,0.854782,0.872911,0.66839,0.684634,0.861804,DERMASON
0.071296,0.095941,0.075384,0.029545,0.062928,0.512447,0.876353,0.763131,0.762848,0.483957,0.945767,DERMASON
0.062051,0.081283,0.090195,0.029174,0.062969,0.516884,0.92109,0.840674,0.723999,0.557735,0.98227,DERMASON
0.058075,0.06279,0.112079,0.029199,0.063011,0.699864,0.920645,0.875817,0.675054,0.66717,0.961826,DERMASON
0.056743,0.067745,0.107057,0.029269,0.063045,0.847014,0.914533,0.887971,0.687963,0.635999,0.928527,DERMASON
0.057242,0.06761,0.107054,0.029422,0.063045,0.770776,0.89711,0.883503,0.687608,0.636829,0.935148,DERMASON
0.059193,0.08636,0.084931,0.02917,0.063061,0.471399,0.926815,0.866326,0.736942,0.531334,0.979202,DERMASON
0.05465,0.067341,0.106385,0.029005,0.063061,0.750326,0.945738,0.907024,0.686821,0.638553,0.97681,DERMASON
0.064762,0.093498,0.078061,0.029294,0.06307,0.724318,0.913136,0.818292,0.755712,0.495952,0.950988,DERMASON
0.059632,0.078569,0.093463,0.029092,0.06307,0.769205,0.936274,0.862538,0.716372,0.57288,0.979554,DERMASON
0.07175,0.094135,0.07833,0.02971,0.063195,0.401744,0.872829,0.761487,0.756782,0.493272,0.920991,DERMASON
0.069835,0.103704,0.067638,0.029319,0.063203,0.559684,0.917939,0.777104,0.781942,0.449648,0.965009,DERMASON
0.052959,0.066619,0.107481,0.02915,0.063211,0.581769,0.937775,0.923754,0.684234,0.643573,0.979436,DERMASON
0.064446,0.088968,0.08496,0.029141,0.06332,0.565499,0.944931,0.822932,0.74257,0.518906,0.880207,DERMASON
0.064163,0.088189,0.083646,0.029302,0.063353,0.496331,0.928412,0.8256,0.740358,0.522927,0.97483,DERMASON
0.061301,0.090672,0.081543,0.029335,0.06337,0.81141,0.925591,0.850351,0.746814,0.510586,0.953375,DERMASON
0.056685,0.074331,0.099848,0.029356,0.063411,0.532522,0.925617,0.891482,0.703613,0.597987,0.941289,DERMASON
0.057192,0.066291,0.108086,0.029244,0.06342,0.727515,0.938839,0.887006,0.682419,0.646376,0.988071,DERMASON
0.056563,0.07518,0.098447,0.02915,0.063428,0.746317,0.950194,0.892714,0.70577,0.593157,0.96066,DERMASON
0.054145,0.059526,0.116621,0.029273,0.063461,0.802262,0.937918,0.914928,0.664433,0.690366,0.97669,DERMASON
0.062927,0.083778,0.088762,0.029586,0.063478,0.756186,0.903069,0.837164,0.728154,0.54607,0.969781,DERMASON
0.058497,0.074683,0.099314,0.029281,0.063545,0.497003,0.941745,0.876389,0.703919,0.596411,0.95795,DERMASON
0.066234,0.101869,0.070098,0.029413,0.063636,0.744707,0.931885,0.810306,0.774957,0.458932,0.973157,DERMASON
0.074604,0.0773,0.099717,0.030815,0.063811,0.44027,0.783377,0.743313,0.709554,0.582415,0.840539,DERMASON
0.057333,0.071608,0.102776,0.02945,0.06382,0.800783,0.938123,0.888996,0.694565,0.615352,0.983838,DERMASON
0.059391,0.083169,0.090545,0.02957,0.063895,0.508658,0.928743,0.871291,0.724575,0.550621,0.957259,DERMASON
0.063035,0.088799,0.08425,0.029615,0.063903,0.777547,0.924042,0.839596,0.739321,0.521539,0.966938,DERMASON
0.058855,0.081825,0.091726,0.029376,0.063928,0.846739,0.952815,0.876303,0.720891,0.557909,0.972494,DERMASON
0.068211,0.094886,0.079472,0.029966,0.063953,0.516155,0.887021,0.796254,0.755059,0.491929,0.900998,DERMASON
0.12387,0.096407,0.076752,0.032081,0.063953,0.473094,0.651416,0.411172,0.759051,0.484756,0.95083,DERMASON
0.064721,0.08093,0.093935,0.029624,0.063953,0.685395,0.925955,0.825566,0.718424,0.562826,0.923325,DERMASON
0.059932,0.066382,0.10979,0.029665,0.064003,0.586397,0.924105,0.867394,0.680006,0.647913,0.963131,DERMASON
0.069978,0.095649,0.077191,0.0299,0.064011,0.427305,0.89783,0.782129,0.756777,0.48849,0.97061,DERMASON
0.071351,0.083159,0.091117,0.03018,0.064053,0.848172,0.868426,0.771242,0.723801,0.551178,0.946763,DERMASON
0.064152,0.096847,0.076213,0.029764,0.064111,0.469822,0.919005,0.83166,0.759434,0.483157,0.967791,DERMASON
0.06132,0.078004,0.097643,0.029817,0.064119,0.625343,0.913377,0.856171,0.709965,0.579491,0.919018,DERMASON
0.055912,0.061197,0.117141,0.029582,0.064119,0.753596,0.940179,0.904244,0.665876,0.68173,0.92901,DERMASON
0.077573,0.10419,0.072299,0.030485,0.064211,0.852573,0.842992,0.72296,0.778201,0.450304,0.82182,DERMASON
0.067962,0.098486,0.07599,0.030048,0.064286,0.45898,0.896631,0.800894,0.762876,0.476067,0.918802,DERMASON
0.061493,0.083928,0.091279,0.029698,0.064319,0.429777,0.938408,0.856256,0.724559,0.547951,0.926567,DERMASON
0.063438,0.067983,0.111194,0.030411,0.064327,0.574595,0.857964,0.839493,0.682731,0.639113,0.856523,DERMASON
0.064835,0.09335,0.080764,0.029933,0.064336,0.72999,0.912586,0.827607,0.749174,0.500414,0.946275,DERMASON
0.061534,0.087331,0.087435,0.029826,0.064369,0.805316,0.926684,0.856302,0.733239,0.530424,0.937003,DERMASON
0.068976,0.108413,0.066071,0.029896,0.064377,0.596133,0.919179,0.793194,0.788442,0.432679,0.926331,DERMASON
0.063693,0.087783,0.086163,0.0299,0.064377,0.546828,0.91871,0.837694,0.734384,0.528144,0.971212,DERMASON
0.062945,0.087195,0.088078,0.030221,0.064436,0.66958,0.885534,0.844595,0.732566,0.531326,0.921448,DERMASON
0.063131,0.08579,0.089674,0.030531,0.064469,0.548493,0.85252,0.843247,0.728727,0.538675,0.921083,DERMASON
0.060317,0.077721,0.09821,0.030003,0.064502,0.70933,0.914104,0.868019,0.707438,0.58235,0.940612,DERMASON
0.066262,0.093304,0.080769,0.029995,0.064519,0.80255,0.91599,0.816952,0.748167,0.501184,0.963442,DERMASON
0.061779,0.073166,0.103811,0.029957,0.064552,0.505979,0.922106,0.855621,0.69528,0.608676,0.928289,DERMASON
0.073476,0.108398,0.065266,0.030003,0.064552,0.610801,0.916949,0.757878,0.787527,0.433212,0.977591,DERMASON
0.068136,0.069341,0.108574,0.030778,0.06461,0.72432,0.832734,0.801957,0.685001,0.631778,0.920908,DERMASON
0.059321,0.081744,0.092886,0.030048,0.064627,0.741271,0.916061,0.877818,0.717389,0.560601,0.985753,DERMASON
0.062219,0.081637,0.093723,0.030147,0.064702,0.792594,0.909091,0.852992,0.716756,0.561425,0.9618,DERMASON
0.060969,0.072761,0.104202,0.030147,0.064727,0.555049,0.910512,0.864097,0.693419,0.61166,0.946022,DERMASON
0.06871,0.098144,0.077273,0.030658,0.064752,0.427268,0.854174,0.798281,0.759706,0.478978,0.916957,DERMASON
0.063092,0.070697,0.106769,0.030205,0.064768,0.518475,0.906332,0.845956,0.687828,0.624115,0.942746,DERMASON
0.060741,0.078311,0.097805,0.030061,0.064876,0.738632,0.928873,0.867296,0.707243,0.580283,0.960939,DERMASON
0.064453,0.090497,0.084416,0.029896,0.064876,0.45129,0.947652,0.835119,0.739104,0.516017,0.963615,DERMASON
0.057509,0.073358,0.102985,0.0299,0.064901,0.636986,0.948605,0.896212,0.694178,0.608749,0.982238,DERMASON
0.05682,0.06702,0.11047,0.030197,0.064918,0.575768,0.915787,0.902562,0.677534,0.647218,0.981143,DERMASON
0.067167,0.088966,0.087112,0.030399,0.064918,0.693722,0.892905,0.812442,0.734902,0.523812,0.921699,DERMASON
0.056982,0.061527,0.117917,0.030036,0.065026,0.766116,0.940218,0.901979,0.662693,0.682956,0.95749,DERMASON
0.061442,0.073249,0.104002,0.030172,0.065042,0.748219,0.925695,0.862476,0.693244,0.609878,0.957402,DERMASON
0.057369,0.058848,0.120849,0.030217,0.065076,0.599604,0.92244,0.898897,0.655472,0.701116,0.976475,DERMASON
0.060951,0.0823,0.094552,0.030159,0.06515,0.771089,0.933255,0.867648,0.716386,0.559291,0.933595,DERMASON
0.069681,0.097003,0.078814,0.03023,0.065175,0.759896,0.926714,0.793512,0.754661,0.485512,0.936324,DERMASON
0.064678,0.104094,0.071229,0.030164,0.065217,0.542882,0.936574,0.835875,0.772972,0.453498,0.956641,DERMASON
0.063891,0.082691,0.094278,0.030629,0.065275,0.605321,0.887129,0.843088,0.716824,0.557589,0.937301,DERMASON
0.060165,0.081487,0.095218,0.030531,0.065275,0.650808,0.898299,0.875571,0.71368,0.564092,0.953859,DERMASON
0.066348,0.090799,0.084485,0.030217,0.065308,0.515841,0.93569,0.82239,0.737826,0.515827,0.982902,DERMASON
0.06088,0.07781,0.099407,0.030147,0.065375,0.593592,0.947446,0.870072,0.703623,0.584751,0.959394,DERMASON
0.062452,0.081238,0.095838,0.030456,0.065383,0.728364,0.912828,0.856386,0.712527,0.565794,0.948469,DERMASON
0.061421,0.081283,0.095713,0.030316,0.065383,0.820644,0.928713,0.865391,0.712643,0.565552,0.951647,DERMASON
0.070712,0.078011,0.099287,0.030893,0.065399,0.728545,0.864492,0.786747,0.70403,0.583706,0.957058,DERMASON
0.064213,0.077019,0.100209,0.030531,0.065433,0.623373,0.907266,0.841568,0.701289,0.589419,0.968203,DERMASON
0.059946,0.061362,0.118855,0.030662,0.065499,0.559527,0.896138,0.879314,0.660156,0.685834,0.967621,DERMASON
0.060278,0.069842,0.10974,0.030551,0.065524,0.598954,0.910126,0.876577,0.682155,0.631959,0.925713,DERMASON
0.062999,0.060712,0.121911,0.030704,0.065524,0.853166,0.892901,0.852759,0.658353,0.690256,0.880391,DERMASON
0.064078,0.068973,0.110445,0.030827,0.065565,0.570608,0.881322,0.843777,0.679704,0.637422,0.942152,DERMASON
0.07358,0.120156,0.055945,0.030209,0.065574,0.381163,0.951771,0.764767,0.813082,0.388853,0.978117,DERMASON
0.061754,0.073629,0.105447,0.03044,0.06559,0.814029,0.926503,0.864132,0.691728,0.609524,0.925728,DERMASON
0.063318,0.084725,0.091853,0.03039,0.065607,0.790805,0.933057,0.850661,0.72057,0.547831,0.97284,DERMASON
0.058595,0.067822,0.111713,0.030394,0.065607,0.818615,0.932589,0.892212,0.676516,0.644693,0.949595,DERMASON
0.064354,0.089188,0.08776,0.030617,0.065623,0.762746,0.908331,0.841864,0.732122,0.524858,0.942727,DERMASON
0.061288,0.081629,0.095446,0.030456,0.06564,0.521843,0.927468,0.868616,0.712346,0.564504,0.968111,DERMASON
0.058824,0.074327,0.103108,0.030473,0.065648,0.587433,0.926072,0.890504,0.69328,0.605639,0.993512,DERMASON
0.062424,0.071004,0.108937,0.030724,0.065673,0.684328,0.899058,0.858944,0.684508,0.625434,0.915181,DERMASON
0.064238,0.076733,0.10226,0.030794,0.065715,0.478237,0.893511,0.843579,0.699242,0.591993,0.920441,DERMASON
0.062695,0.081428,0.096118,0.030572,0.065756,0.717765,0.921006,0.857246,0.711281,0.565974,0.95906,DERMASON
0.067601,0.090926,0.085731,0.030638,0.065764,0.450776,0.914018,0.815385,0.735979,0.51658,0.961766,DERMASON
0.060635,0.075746,0.101963,0.03037,0.065823,0.565233,0.947683,0.875823,0.696178,0.598006,0.988082,DERMASON
0.060618,0.072471,0.107102,0.030596,0.065872,0.640426,0.924811,0.87638,0.687422,0.617347,0.936591,DERMASON
0.059818,0.070502,0.109578,0.030502,0.065947,0.855439,0.939798,0.884063,0.681958,0.629437,0.935885,DERMASON
0.069099,0.093338,0.083301,0.03079,0.066021,0.604621,0.911399,0.804855,0.741031,0.505493,0.977925,DERMASON
0.060985,0.081037,0.097189,0.030588,0.066021,0.714692,0.934235,0.874337,0.709028,0.568972,0.954638,DERMASON
0.064374,0.079694,0.099767,0.031231,0.066154,0.464476,0.869312,0.84588,0.704923,0.5768,0.921172,DERMASON
0.059971,0.072052,0.108281,0.030514,0.066162,0.716151,0.950668,0.884441,0.685014,0.620851,0.932598,DERMASON
0.07196,0.103543,0.073512,0.030749,0.066196,0.452105,0.925945,0.78262,0.766729,0.458634,0.961785,DERMASON
0.060251,0.061742,0.121474,0.03079,0.066204,0.630929,0.921758,0.882296,0.658023,0.685966,0.903793,DERMASON
0.066556,0.075832,0.103838,0.030918,0.066303,0.863045,0.912985,0.828412,0.694196,0.599142,0.946846,DERMASON
0.064598,0.090107,0.09025,0.030745,0.066345,0.71087,0.93489,0.84546,0.731093,0.522435,0.85539,DERMASON
0.059206,0.078624,0.10041,0.030683,0.066444,0.790365,0.947544,0.893534,0.700802,0.583733,0.968665,DERMASON
0.063796,0.079796,0.098806,0.031277,0.066452,0.571912,0.881114,0.853234,0.703807,0.577221,0.98103,DERMASON
0.068719,0.102971,0.074829,0.03079,0.06651,0.745117,0.939181,0.811814,0.763704,0.462053,0.955462,DERMASON
0.062491,0.070319,0.110478,0.031273,0.066519,0.758354,0.885327,0.865107,0.678899,0.632563,0.955657,DERMASON
0.071178,0.08987,0.088721,0.031058,0.066527,0.478077,0.909886,0.791557,0.729615,0.524183,0.945842,DERMASON
0.056574,0.060491,0.122927,0.030856,0.066585,0.742008,0.935962,0.918449,0.653095,0.695764,0.939142,DERMASON
0.072275,0.100501,0.076912,0.030967,0.066593,0.652787,0.923866,0.783082,0.756892,0.473416,0.980782,DERMASON
0.064394,0.081404,0.09767,0.030988,0.066626,0.65254,0.923422,0.849443,0.707177,0.568932,0.967737,DERMASON
0.066787,0.086046,0.092811,0.03131,0.066643,0.792584,0.888199,0.829106,0.719145,0.544168,0.957727,DERMASON
0.064472,0.058906,0.125528,0.03124,0.066659,0.809108,0.897002,0.849032,0.648654,0.70681,0.920823,DERMASON
0.068511,0.106737,0.070849,0.031013,0.066717,0.710868,0.925803,0.815161,0.772464,0.446122,0.982018,DERMASON
0.069716,0.094506,0.084497,0.031207,0.06675,0.788014,0.905868,0.805361,0.740581,0.501999,0.934425,DERMASON
0.066593,0.092031,0.086109,0.031021,0.06685,0.471269,0.932393,0.832377,0.733691,0.514384,0.985635,DERMASON
0.06431,0.093179,0.085522,0.030906,0.066891,0.586634,0.94778,0.852266,0.736471,0.508863,0.962135,DERMASON
0.063391,0.087468,0.091341,0.030864,0.066916,0.767737,0.953854,0.860426,0.721553,0.537635,0.977043,DERMASON
0.063103,0.083279,0.096057,0.031042,0.066957,0.637522,0.936176,0.863258,0.710506,0.559833,0.975439,DERMASON
0.07254,0.090931,0.089829,0.031611,0.067048,0.687125,0.877447,0.784391,0.7299,0.520452,0.893993,DERMASON
0.061653,0.078474,0.101852,0.031215,0.067056,0.814251,0.922301,0.876757,0.697599,0.58661,0.966934,DERMASON
0.07333,0.097706,0.081125,0.03138,0.067123,0.43085,0.907518,0.778527,0.747092,0.487864,0.96663,DERMASON
0.065379,0.083168,0.097874,0.031644,0.067139,0.689121,0.878903,0.845019,0.709373,0.561017,0.919967,DERMASON
0.063206,0.077761,0.103486,0.031215,0.067139,0.543993,0.926992,0.863813,0.695374,0.590917,0.939948,DERMASON
0.062265,0.073713,0.107228,0.03124,0.06718,0.772775,0.926554,0.872375,0.684705,0.614506,0.981099,DERMASON
0.062096,0.089475,0.090058,0.030984,0.067205,0.546413,0.956794,0.874053,0.725391,0.528261,0.963519,DERMASON
0.062032,0.073338,0.108783,0.0314,0.067271,0.685094,0.913636,0.875148,0.683324,0.617037,0.943094,DERMASON
0.05984,0.075178,0.106225,0.031038,0.067338,0.817416,0.958256,0.895106,0.687785,0.606446,0.965756,DERMASON
0.066647,0.098041,0.081582,0.031235,0.067346,0.663012,0.9364,0.835805,0.746888,0.486939,0.950436,DERMASON
0.060956,0.066928,0.116855,0.031532,0.067387,0.846773,0.905391,0.885581,0.666222,0.656731,0.933986,DERMASON
0.06535,0.084109,0.096023,0.031491,0.067412,0.749646,0.911418,0.847417,0.710544,0.556841,0.976192,DERMASON
0.061336,0.079701,0.101623,0.031314,0.067437,0.701762,0.93274,0.882609,0.699031,0.580987,0.950477,DERMASON
0.062187,0.078219,0.102684,0.031351,0.067495,0.59586,0.931846,0.875576,0.694935,0.589506,0.980917,DERMASON
0.071272,0.099708,0.079603,0.031681,0.067503,0.677618,0.89532,0.798264,0.750443,0.479648,0.974615,DERMASON
0.069213,0.088162,0.093092,0.031487,0.067528,0.488481,0.918433,0.815564,0.720484,0.535959,0.92222,DERMASON
0.076546,0.092699,0.087894,0.032064,0.067528,0.449792,0.853972,0.755746,0.73221,0.513126,0.93549,DERMASON
0.062089,0.079973,0.100929,0.031516,0.067536,0.74708,0.915663,0.876762,0.699277,0.579803,0.974702,DERMASON
0.065076,0.083154,0.097265,0.0314,0.067569,0.511991,0.9305,0.851019,0.707348,0.562473,0.981563,DERMASON
0.064655,0.086384,0.094145,0.031549,0.067618,0.515538,0.916643,0.855039,0.715463,0.545469,0.967097,DERMASON
0.066069,0.083419,0.097584,0.031569,0.067701,0.775188,0.919009,0.843529,0.707421,0.561471,0.966962,DERMASON
0.067117,0.084222,0.098063,0.032027,0.067701,0.700689,0.867882,0.834594,0.709495,0.557163,0.909947,DERMASON
0.062571,0.082907,0.097854,0.031363,0.067751,0.737082,0.944981,0.874251,0.705869,0.564397,0.983574,DERMASON
0.05902,0.057352,0.128012,0.031404,0.067767,0.712085,0.941278,0.90595,0.639811,0.721849,0.992018,DERMASON
0.062572,0.07395,0.108594,0.031532,0.067767,0.530334,0.926915,0.874371,0.682666,0.615126,0.962859,DERMASON
0.078712,0.081466,0.102254,0.032064,0.0678,0.68376,0.869343,0.740669,0.70192,0.572415,0.872554,DERMASON
0.076696,0.112724,0.068019,0.031928,0.067825,0.618989,0.885897,0.756775,0.782495,0.423919,0.93876,DERMASON
0.067729,0.096771,0.083487,0.03178,0.067883,0.633142,0.90574,0.830816,0.741039,0.494489,0.96981,DERMASON
0.070074,0.094812,0.086057,0.031611,0.06794,0.4728,0.927946,0.811567,0.735711,0.504045,0.952535,DERMASON
0.073085,0.106075,0.074418,0.031775,0.067982,0.638992,0.911805,0.787059,0.764568,0.452444,0.958747,DERMASON
0.06509,0.087322,0.096404,0.031491,0.06799,0.664904,0.944183,0.854225,0.716154,0.541744,0.86051,DERMASON
0.065927,0.094062,0.087307,0.031606,0.068031,0.852724,0.933552,0.84735,0.733346,0.507955,0.940593,DERMASON
0.074705,0.1106,0.074588,0.032472,0.06813,0.496718,0.842655,0.775031,0.775512,0.43352,0.766998,DERMASON
0.072377,0.092436,0.090134,0.032377,0.068147,0.600373,0.854084,0.794107,0.728607,0.51629,0.903765,DERMASON
0.062695,0.078722,0.103517,0.031755,0.068196,0.777104,0.926254,0.876729,0.693031,0.589001,0.98119,DERMASON
0.065748,0.079816,0.102598,0.031751,0.068238,0.583768,0.929051,0.850511,0.695662,0.58299,0.971257,DERMASON
0.063414,0.078923,0.104041,0.031932,0.068262,0.766387,0.910151,0.870949,0.693247,0.588088,0.955715,DERMASON
0.063919,0.081936,0.100818,0.031817,0.068295,0.65626,0.92493,0.866807,0.700858,0.57145,0.950771,DERMASON
0.071596,0.1043,0.07736,0.032101,0.068435,0.547284,0.90107,0.802752,0.757794,0.4615,0.945804,DERMASON
0.063275,0.078118,0.104817,0.031771,0.068444,0.508745,0.938415,0.873619,0.690349,0.593253,0.976603,DERMASON
0.061529,0.076235,0.106763,0.031899,0.068444,0.727756,0.924099,0.889003,0.685501,0.604065,0.985525,DERMASON
0.061885,0.076753,0.106633,0.031771,0.068468,0.746617,0.939816,0.886048,0.686723,0.601154,0.968451,DERMASON
0.060283,0.070448,0.114555,0.031829,0.068485,0.822653,0.93428,0.900445,0.670419,0.638724,0.948022,DERMASON
0.070521,0.076201,0.10696,0.032097,0.068518,0.688444,0.906186,0.812309,0.685078,0.604514,0.985231,DERMASON
0.070938,0.095484,0.087451,0.032299,0.068559,0.830585,0.886015,0.809154,0.73451,0.502633,0.914121,DERMASON
0.077043,0.092901,0.092224,0.032303,0.068559,0.575226,0.885557,0.759519,0.727865,0.515231,0.828903,DERMASON
0.079131,0.117767,0.067695,0.032452,0.068559,0.595558,0.869077,0.743009,0.791849,0.405567,0.797833,DERMASON
0.068941,0.087218,0.096324,0.032184,0.068559,0.528277,0.898862,0.825855,0.713243,0.544062,0.915464,DERMASON
0.066535,0.091335,0.09089,0.032225,0.068567,0.654709,0.894736,0.846358,0.723797,0.523046,0.956422,DERMASON
0.06368,0.065834,0.120217,0.032052,0.068699,0.797928,0.921495,0.872111,0.6576,0.668494,0.961477,DERMASON
0.074674,0.104137,0.078979,0.032258,0.068823,0.362457,0.905481,0.78053,0.755505,0.463302,0.914723,DERMASON
0.069275,0.094528,0.087788,0.032324,0.068823,0.721828,0.898137,0.825093,0.730809,0.508043,0.964568,DERMASON
0.071225,0.090167,0.095031,0.032126,0.068848,0.420651,0.921589,0.808994,0.719485,0.529791,0.858814,DERMASON
0.068261,0.097886,0.085316,0.032336,0.068864,0.653357,0.899085,0.833979,0.739244,0.492069,0.922637,DERMASON
0.061197,0.074088,0.111422,0.032278,0.068905,0.592789,0.907834,0.895682,0.677902,0.61823,0.935843,DERMASON
0.064818,0.066952,0.119841,0.032348,0.069029,0.614355,0.907002,0.864809,0.659023,0.66254,0.94968,DERMASON
0.065656,0.071503,0.115113,0.032419,0.069053,0.789669,0.900598,0.857752,0.670601,0.63428,0.922271,DERMASON
0.065764,0.081373,0.10295,0.03234,0.069053,0.784993,0.909314,0.856819,0.695943,0.57702,0.951653,DERMASON
0.069825,0.090156,0.093199,0.032237,0.06907,0.493023,0.92173,0.822393,0.71842,0.530531,0.954284,DERMASON
0.064524,0.072695,0.112784,0.03232,0.069078,0.777703,0.913004,0.867762,0.673551,0.627151,0.961222,DERMASON
0.06252,0.071479,0.115189,0.032159,0.069086,0.618773,0.931404,0.885401,0.670393,0.63454,0.92311,DERMASON
0.066443,0.081175,0.102825,0.032357,0.069095,0.808411,0.909801,0.851296,0.695247,0.578249,0.969402,DERMASON
0.068952,0.090218,0.093933,0.032501,0.069136,0.506525,0.896077,0.83025,0.718272,0.530419,0.926085,DERMASON
0.075339,0.078226,0.108086,0.033078,0.069152,0.684337,0.8332,0.777646,0.687417,0.595005,0.896638,DERMASON
0.065991,0.07778,0.107389,0.032452,0.069161,0.501448,0.902967,0.855704,0.686233,0.597585,0.946588,DERMASON
0.068402,0.090599,0.092903,0.032163,0.069169,0.84814,0.935598,0.835157,0.719097,0.528588,0.954732,DERMASON
0.069248,0.104429,0.078131,0.032068,0.069251,0.481972,0.950859,0.828653,0.754195,0.463191,0.973988,DERMASON
0.061868,0.072011,0.113852,0.032171,0.069276,0.722697,0.940726,0.892695,0.670915,0.631975,0.967084,DERMASON
0.07805,0.112607,0.070895,0.032736,0.069284,0.740743,0.878362,0.756939,0.775014,0.428227,0.936921,DERMASON
0.069806,0.08476,0.099965,0.032365,0.069309,0.653173,0.920963,0.824406,0.703469,0.55942,0.939062,DERMASON
0.066009,0.090555,0.093355,0.032146,0.069383,0.559435,0.949543,0.857305,0.717987,0.529468,0.955405,DERMASON
0.061647,0.081015,0.103708,0.032089,0.069432,0.85251,0.958797,0.895922,0.693301,0.580243,0.968442,DERMASON
0.066858,0.079934,0.108087,0.032468,0.069481,0.532453,0.919237,0.85078,0.690306,0.586443,0.844157,DERMASON
0.06217,0.068038,0.119075,0.03246,0.069506,0.58941,0.921547,0.89187,0.659709,0.657383,0.967253,DERMASON
0.084591,0.11586,0.067476,0.032823,0.069531,0.366314,0.882668,0.707989,0.782142,0.415623,0.968851,DERMASON
0.069486,0.07112,0.115752,0.032629,0.069605,0.539385,0.908318,0.829402,0.667169,0.638566,0.960431,DERMASON
0.062146,0.067892,0.119193,0.032649,0.069687,0.663538,0.910664,0.893539,0.658539,0.65896,0.984538,DERMASON
0.066049,0.073886,0.112481,0.032555,0.069695,0.532693,0.921667,0.859432,0.673852,0.622161,0.967874,DERMASON
0.078222,0.100526,0.083475,0.033239,0.069695,0.452619,0.845974,0.758648,0.742069,0.482137,0.952437,DERMASON
0.07087,0.080774,0.105425,0.033124,0.069712,0.742373,0.859603,0.818618,0.691416,0.5825,0.932315,DERMASON
0.073284,0.103778,0.080867,0.032798,0.069728,0.530362,0.896515,0.798755,0.750237,0.46743,0.92354,DERMASON
0.082282,0.122755,0.066561,0.033973,0.069761,0.371721,0.76944,0.72735,0.798659,0.389339,0.736233,DERMASON
0.063945,0.072042,0.11577,0.032724,0.069778,0.869557,0.907522,0.878395,0.668765,0.633548,0.930058,DERMASON
0.106461,0.096366,0.090547,0.035275,0.069843,0.50408,0.633962,0.5555,0.73072,0.50217,0.8494,DERMASON
0.060118,0.067932,0.120546,0.032427,0.069843,0.772271,0.944259,0.912945,0.657958,0.659268,0.941696,DERMASON
0.071868,0.087479,0.098349,0.032703,0.069852,0.530057,0.913979,0.811387,0.707939,0.546752,0.92588,DERMASON
0.081136,0.112041,0.072092,0.032806,0.069852,0.623257,0.902545,0.7369,0.770791,0.432069,0.955429,DERMASON
0.06435,0.07436,0.113262,0.032691,0.069876,0.558847,0.916743,0.875632,0.674258,0.619967,0.928897,DERMASON
0.070061,0.099928,0.086027,0.032728,0.069983,0.750265,0.918644,0.827493,0.739173,0.485735,0.893571,DERMASON
0.083439,0.097613,0.087098,0.033313,0.070041,0.735012,0.857175,0.720491,0.73298,0.496791,0.955867,DERMASON
0.067792,0.087717,0.097568,0.032839,0.070106,0.537508,0.913234,0.847687,0.707377,0.546304,0.96841,DERMASON
0.062187,0.064759,0.124058,0.032645,0.070106,0.670012,0.934759,0.896556,0.648694,0.680658,0.977822,DERMASON
0.075418,0.0981,0.08678,0.033012,0.070106,0.53905,0.894058,0.784222,0.733917,0.494668,0.953025,DERMASON
0.057873,0.070034,0.117381,0.032348,0.070131,0.584457,0.969266,0.935709,0.662069,0.647124,0.990559,DERMASON
0.088494,0.112204,0.073608,0.033841,0.070164,0.799657,0.806273,0.683253,0.769688,0.432214,0.907461,DERMASON
0.069247,0.082761,0.103567,0.033058,0.070205,0.574518,0.894588,0.836085,0.694261,0.57313,0.956803,DERMASON
0.066722,0.091112,0.095179,0.032604,0.070279,0.617754,0.949085,0.858227,0.715256,0.529388,0.927482,DERMASON
0.071567,0.100294,0.085864,0.032913,0.070287,0.78671,0.915183,0.817246,0.73867,0.484906,0.909258,DERMASON
0.069036,0.090683,0.0946,0.032876,0.070287,0.721019,0.919297,0.838512,0.714121,0.531591,0.971904,DERMASON
0.068172,0.086777,0.099079,0.032959,0.070303,0.52579,0.911082,0.845988,0.704069,0.551859,0.964995,DERMASON
0.067326,0.092099,0.093953,0.032711,0.07032,0.826613,0.939468,0.853358,0.717586,0.524543,0.937446,DERMASON
0.079055,0.101041,0.08667,0.033767,0.070377,0.381975,0.826309,0.757133,0.740149,0.481709,0.849383,DERMASON
0.066313,0.087883,0.098023,0.032781,0.070418,0.680895,0.937231,0.862864,0.706367,0.546415,0.9676,DERMASON
0.062686,0.08102,0.105405,0.032736,0.070443,0.528939,0.943663,0.894827,0.688737,0.583533,0.981905,DERMASON
0.066944,0.073992,0.116321,0.032876,0.070451,0.491435,0.928549,0.857676,0.670761,0.624145,0.871094,DERMASON
0.076336,0.098244,0.087326,0.033437,0.070451,0.481128,0.866606,0.779407,0.732661,0.494991,0.951753,DERMASON
