@relation 'Dry_Beans_Dataset-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.unsupervised.attribute.Remove-V-R2-3,5-9,11,14,16-17'

@attribute Perimeter numeric
@attribute MajorAxisLength numeric
@attribute AspectRation numeric
@attribute Eccentricity numeric
@attribute ConvexArea numeric
@attribute EquivDiameter numeric
@attribute Extent numeric
@attribute roundness numeric
@attribute ShapeFactor2 numeric
@attribute ShapeFactor4 numeric
@attribute Class {SEKER,BARBUNYA,BOMBAY,CALI,HOROZ,SIRA,DERMASON}

@data
0.08364,0.084418,0.280226,0.708172,0.037378,0.078114,0.50969,0.778343,0.589706,0.930977,DERMASON
0.082019,0.099444,0.356375,0.774487,0.03706,0.078122,0.688892,0.791321,0.511644,0.962322,DERMASON
0.075561,0.10115,0.365419,0.781224,0.036982,0.078227,0.611757,0.845053,0.503763,0.978149,DERMASON
0.070198,0.080494,0.262902,0.690198,0.036722,0.078227,0.745996,0.890852,0.612389,0.972427,DERMASON
0.079109,0.099123,0.353867,0.772581,0.03711,0.078251,0.700827,0.815855,0.513578,0.95705,DERMASON
0.069224,0.072194,0.223447,0.644085,0.037168,0.078348,0.652501,0.900311,0.662935,0.986166,DERMASON
0.075726,0.09167,0.315777,0.741456,0.037019,0.078372,0.506611,0.844789,0.551431,0.951279,DERMASON
0.07932,0.106888,0.39158,0.799593,0.037139,0.078461,0.536491,0.815726,0.47779,0.943766,DERMASON
0.073133,0.094025,0.328398,0.752245,0.037114,0.078542,0.517436,0.868031,0.539817,0.981997,DERMASON
0.070014,0.071691,0.217466,0.636377,0.036879,0.07859,0.519202,0.89532,0.666973,0.932913,DERMASON
0.070457,0.077545,0.246681,0.672173,0.036994,0.078598,0.739658,0.891526,0.631,0.962401,DERMASON
0.076029,0.090551,0.304222,0.731128,0.037493,0.078751,0.618298,0.845167,0.558476,0.870755,DERMASON
0.07564,0.094405,0.328118,0.752011,0.037242,0.078759,0.529503,0.848495,0.538543,0.960204,DERMASON
0.075016,0.091609,0.31432,0.740178,0.037332,0.078759,0.624516,0.853743,0.552949,0.961416,DERMASON
0.07491,0.100637,0.360305,0.777441,0.037056,0.07888,0.552178,0.855574,0.508112,0.986839,DERMASON
0.07883,0.097578,0.340509,0.762144,0.037275,0.078888,0.404931,0.822981,0.523032,0.908961,DERMASON
0.070736,0.085273,0.282848,0.710785,0.037015,0.078921,0.688286,0.891648,0.58757,0.967029,DERMASON
0.074756,0.101571,0.363917,0.78012,0.037106,0.078921,0.609105,0.857187,0.503765,0.970582,DERMASON
0.074581,0.081969,0.267566,0.695161,0.037147,0.079017,0.596621,0.859419,0.606526,0.988993,DERMASON
0.072445,0.093148,0.31941,0.744613,0.037159,0.079034,0.742411,0.877759,0.545812,0.937376,DERMASON
0.068864,0.077498,0.245634,0.670967,0.037357,0.079058,0.600333,0.909115,0.632861,0.983444,DERMASON
0.080252,0.09703,0.334661,0.757418,0.037485,0.079074,0.767485,0.812751,0.526296,0.868066,DERMASON
0.078487,0.116467,0.439652,0.829533,0.037238,0.079122,0.637672,0.827582,0.438016,0.971974,DERMASON
0.076278,0.108979,0.399829,0.805063,0.037139,0.079154,0.817767,0.846187,0.470327,0.95763,DERMASON
0.073708,0.0877,0.293716,0.721338,0.037679,0.079187,0.568307,0.868143,0.575107,0.970296,DERMASON
0.082416,0.111878,0.415128,0.81483,0.037415,0.079299,0.76709,0.796946,0.457983,0.975397,DERMASON
0.074896,0.100338,0.348843,0.768713,0.037514,0.079356,0.887969,0.859369,0.510939,0.849457,DERMASON
0.079698,0.114534,0.428,0.822687,0.037559,0.07938,0.775972,0.819595,0.446809,0.96686,DERMASON
0.084578,0.107205,0.387564,0.796876,0.037489,0.079388,0.717481,0.780355,0.478937,0.922172,DERMASON
0.073992,0.078744,0.248934,0.674751,0.037662,0.079404,0.594871,0.86742,0.626627,0.959413,DERMASON
0.069366,0.08311,0.270085,0.697802,0.037291,0.079477,0.721465,0.908028,0.601537,0.9686,DERMASON
0.075769,0.09623,0.329488,0.753153,0.037567,0.079581,0.67458,0.853745,0.53181,0.887335,DERMASON
0.078085,0.10155,0.359789,0.777055,0.037572,0.079614,0.752402,0.834656,0.505872,0.955935,DERMASON
0.079858,0.093913,0.321873,0.746729,0.037753,0.079646,0.644834,0.820296,0.543758,0.962698,DERMASON
0.082605,0.110315,0.403472,0.807432,0.037769,0.079654,0.440035,0.798079,0.465776,0.943361,DERMASON
0.072154,0.095409,0.329718,0.753345,0.037283,0.079718,0.527542,0.885637,0.536362,0.976284,DERMASON
0.078256,0.100531,0.354059,0.772727,0.037827,0.079726,0.512594,0.834098,0.511087,0.954363,DERMASON
0.075729,0.095077,0.327189,0.751233,0.037703,0.079734,0.695166,0.85526,0.538089,0.961575,DERMASON
0.073181,0.079634,0.250797,0.676862,0.038017,0.079742,0.738101,0.876988,0.622523,0.93996,DERMASON
0.076217,0.090406,0.304469,0.731353,0.037683,0.079742,0.574533,0.851222,0.562344,0.968421,DERMASON
0.079348,0.102642,0.364548,0.780585,0.037687,0.079791,0.491362,0.825573,0.501193,0.957061,DERMASON
0.07202,0.084231,0.273788,0.701637,0.037596,0.079823,0.838401,0.887612,0.596337,0.963713,DERMASON
0.07616,0.089029,0.296103,0.723596,0.03786,0.079823,0.693043,0.852319,0.569952,0.944767,DERMASON
0.073946,0.097644,0.339327,0.761196,0.037724,0.079823,0.662845,0.871068,0.525488,0.957311,DERMASON
0.071511,0.085063,0.276109,0.704013,0.037724,0.079839,0.836693,0.892151,0.59173,0.932628,DERMASON
0.080898,0.113402,0.418086,0.816664,0.037712,0.079855,0.701764,0.813384,0.452902,0.937966,DERMASON
0.083493,0.108731,0.387997,0.797171,0.03793,0.079887,0.538489,0.792699,0.473452,0.836894,DERMASON
0.078673,0.106412,0.383681,0.794214,0.037642,0.079927,0.755557,0.832183,0.484054,0.968454,DERMASON
0.083021,0.095943,0.323997,0.748539,0.038359,0.079992,0.804446,0.797257,0.534491,0.846817,DERMASON
0.069827,0.077663,0.238161,0.6622,0.037551,0.080016,0.551773,0.908259,0.635169,0.897956,DERMASON
0.075508,0.0971,0.333637,0.756579,0.037749,0.080064,0.873136,0.859675,0.528911,0.923177,DERMASON
0.072694,0.091112,0.305967,0.732716,0.037629,0.08008,0.81179,0.883816,0.559671,0.959295,DERMASON
0.077449,0.111186,0.404151,0.807871,0.037774,0.080096,0.805587,0.84363,0.463157,0.915021,DERMASON
0.07393,0.092259,0.312934,0.738956,0.03765,0.080112,0.589388,0.873464,0.553752,0.98634,DERMASON
0.081879,0.115892,0.4313,0.824651,0.037708,0.080129,0.555302,0.807488,0.443058,0.965113,DERMASON
0.087361,0.12082,0.45246,0.836781,0.038087,0.080137,0.355235,0.764,0.422838,0.891554,DERMASON
0.094606,0.131983,0.518185,0.869946,0.038037,0.080169,0.669139,0.709085,0.380184,0.99524,DERMASON
0.076229,0.086948,0.285096,0.713004,0.038091,0.080193,0.663124,0.854596,0.582435,0.958252,DERMASON
0.082294,0.10698,0.384682,0.794904,0.038058,0.080201,0.471778,0.804679,0.482225,0.957897,DERMASON
0.081481,0.095273,0.326592,0.750731,0.038033,0.080209,0.636322,0.811316,0.538536,0.971442,DERMASON
0.084777,0.09565,0.322655,0.747397,0.038713,0.080273,0.567866,0.785342,0.536823,0.871326,DERMASON
0.127812,0.109221,0.382477,0.793383,0.04183,0.080281,0.703557,0.487699,0.472349,0.732006,DERMASON
0.077976,0.085753,0.277669,0.705596,0.03812,0.080338,0.713572,0.841086,0.589508,0.938985,DERMASON
0.075276,0.079925,0.248563,0.674328,0.038256,0.080338,0.814462,0.86376,0.622824,0.917048,DERMASON
0.071325,0.079013,0.247567,0.673189,0.037963,0.080378,0.608265,0.898011,0.628346,0.985946,DERMASON
0.071024,0.084794,0.274346,0.702211,0.038116,0.080402,0.654712,0.900828,0.59507,0.969142,DERMASON
0.115598,0.114927,0.424466,0.820561,0.03988,0.080426,0.656276,0.564959,0.447918,0.958867,DERMASON
0.071003,0.073648,0.220577,0.640413,0.038046,0.080539,0.586945,0.902093,0.661603,0.967163,DERMASON
0.072774,0.086974,0.280982,0.708927,0.037848,0.080563,0.722401,0.886905,0.583485,0.907895,DERMASON
0.075011,0.08947,0.291711,0.719424,0.038495,0.080563,0.696494,0.867752,0.569923,0.882031,DERMASON
0.080379,0.0887,0.29026,0.71803,0.038458,0.080587,0.511358,0.823149,0.57415,0.926938,DERMASON
0.08676,0.099847,0.346356,0.766772,0.038413,0.080603,0.563278,0.772124,0.51697,0.949169,DERMASON
0.077983,0.093807,0.31809,0.743471,0.038095,0.080603,0.659034,0.843059,0.547235,0.98042,DERMASON
0.076217,0.08334,0.266789,0.69434,0.038297,0.080643,0.562574,0.858165,0.604083,0.978109,DERMASON
0.078617,0.102552,0.357878,0.775621,0.038169,0.080723,0.555455,0.838711,0.504306,0.923005,DERMASON
0.083508,0.084135,0.269887,0.697595,0.03838,0.080812,0.740341,0.79948,0.600127,0.977696,DERMASON
0.084222,0.1041,0.36816,0.783225,0.038149,0.080812,0.72212,0.793757,0.497256,0.973836,DERMASON
0.078027,0.085932,0.276284,0.704191,0.038532,0.080828,0.737969,0.844415,0.590104,0.935642,DERMASON
0.078212,0.103251,0.364088,0.780246,0.038145,0.08086,0.545109,0.843122,0.50139,0.981438,DERMASON
0.089453,0.124862,0.473519,0.848107,0.038334,0.080876,0.744714,0.753178,0.408713,0.947899,DERMASON
0.070792,0.083377,0.264659,0.692078,0.038042,0.080876,0.745857,0.906606,0.60464,0.952388,DERMASON
0.07663,0.076838,0.231315,0.653918,0.038491,0.080908,0.603263,0.856726,0.643233,0.911261,DERMASON
0.079667,0.100074,0.346364,0.766779,0.03826,0.080956,0.461395,0.831807,0.516903,0.95759,DERMASON
0.079388,0.094013,0.316437,0.742033,0.038437,0.080996,0.509113,0.834412,0.547377,0.963177,DERMASON
0.079933,0.109439,0.392482,0.800198,0.03814,0.080996,0.494894,0.829919,0.473345,0.941029,DERMASON
0.077384,0.092037,0.305511,0.732302,0.038586,0.081004,0.581973,0.85114,0.557678,0.941294,DERMASON
0.077846,0.084934,0.272205,0.700005,0.038742,0.081053,0.771652,0.84765,0.596409,0.967682,DERMASON
0.078256,0.097578,0.333686,0.75662,0.038326,0.081101,0.580933,0.8446,0.529624,0.964704,DERMASON
0.094619,0.127403,0.488601,0.855797,0.038664,0.081125,0.476534,0.715785,0.399544,0.993526,DERMASON
0.08207,0.096244,0.324553,0.74901,0.03885,0.081141,0.653479,0.813549,0.536439,0.922197,DERMASON
0.089441,0.137483,0.540292,0.879781,0.038338,0.081157,0.318668,0.755316,0.362859,0.958434,DERMASON
0.076923,0.093284,0.313068,0.739074,0.038544,0.081165,0.75325,0.85624,0.551665,0.980775,DERMASON
0.086635,0.101767,0.34235,0.763611,0.039983,0.081197,0.504103,0.777483,0.509427,0.756005,DERMASON
0.078838,0.112851,0.4106,0.811988,0.038441,0.081229,0.550957,0.840737,0.458963,0.970816,DERMASON
0.089497,0.096139,0.318537,0.743858,0.039855,0.081285,0.732751,0.755812,0.537404,0.833846,DERMASON
0.077806,0.089771,0.294315,0.721907,0.038627,0.081293,0.744116,0.849828,0.570616,0.962115,DERMASON
0.075403,0.085835,0.275165,0.703049,0.038685,0.081293,0.516078,0.870086,0.592151,0.960619,DERMASON
0.079801,0.107864,0.381729,0.792864,0.038413,0.081301,0.582281,0.833324,0.481278,0.918364,DERMASON
0.075979,0.100572,0.34657,0.76694,0.038466,0.081341,0.727245,0.865568,0.515612,0.947968,DERMASON
0.083807,0.105834,0.373636,0.787168,0.038973,0.081341,0.502308,0.801033,0.49069,0.959339,DERMASON
0.081414,0.120163,0.445443,0.832845,0.038549,0.081398,0.813419,0.82082,0.428711,0.934633,DERMASON
0.072872,0.077164,0.232334,0.655166,0.038623,0.081406,0.557279,0.892664,0.642975,0.940887,DERMASON
0.080804,0.09266,0.303613,0.730571,0.038829,0.081422,0.573995,0.825991,0.555711,0.883417,DERMASON
0.080505,0.101052,0.346798,0.767119,0.038948,0.081446,0.456873,0.828627,0.513594,0.91785,DERMASON
0.080006,0.077379,0.232118,0.654903,0.039072,0.081454,0.500428,0.832794,0.641837,0.92028,DERMASON
0.078793,0.099105,0.340505,0.762141,0.038577,0.081462,0.52149,0.842889,0.523135,0.97989,DERMASON
0.078494,0.09964,0.341703,0.763097,0.038347,0.081462,0.534943,0.845378,0.520511,0.953693,DERMASON
0.08562,0.10218,0.355617,0.773913,0.038812,0.081462,0.782042,0.787461,0.508214,0.975469,DERMASON
0.078404,0.096039,0.323619,0.748218,0.038458,0.081462,0.589652,0.84613,0.538444,0.949386,DERMASON
0.074501,0.095229,0.319786,0.744937,0.038408,0.081494,0.708892,0.879341,0.54266,0.9549,DERMASON
0.0781,0.104814,0.367343,0.782631,0.038648,0.08151,0.463392,0.849035,0.495903,0.952823,DERMASON
0.088043,0.114769,0.418815,0.817113,0.038817,0.08151,0.698681,0.768743,0.451466,0.965635,DERMASON
0.072486,0.082325,0.257429,0.684251,0.038359,0.081558,0.689848,0.897214,0.612941,0.964876,DERMASON
0.091102,0.122544,0.461068,0.841497,0.038833,0.081566,0.445433,0.745517,0.419561,0.99955,DERMASON
0.078787,0.109512,0.39054,0.798893,0.038289,0.08159,0.617586,0.84392,0.474651,0.949174,DERMASON
0.074653,0.105198,0.369137,0.783934,0.038206,0.081614,0.827875,0.878972,0.494411,0.958788,DERMASON
0.083426,0.110701,0.396847,0.803103,0.038643,0.081638,0.509781,0.806312,0.469493,0.957348,DERMASON
0.078176,0.09751,0.331482,0.754806,0.038458,0.081646,0.603493,0.849444,0.531599,0.974964,DERMASON
0.079546,0.096994,0.328289,0.752154,0.038594,0.081662,0.653896,0.838173,0.534232,0.964658,DERMASON
0.080156,0.096873,0.326425,0.750591,0.038722,0.081718,0.812395,0.833563,0.535009,0.946205,DERMASON
0.07582,0.097531,0.329933,0.753524,0.038915,0.081839,0.587038,0.870764,0.532071,0.96055,DERMASON
0.090209,0.11604,0.422766,0.819531,0.039451,0.081871,0.413776,0.754573,0.447026,0.951267,DERMASON
0.07837,0.101439,0.349898,0.76953,0.038903,0.081911,0.498583,0.849847,0.513078,0.975915,DERMASON
0.077076,0.089,0.287022,0.714891,0.03885,0.081927,0.744145,0.860823,0.576782,0.946293,DERMASON
0.0762,0.092423,0.304705,0.731568,0.038767,0.082063,0.650787,0.869276,0.558939,0.976499,DERMASON
0.091171,0.142725,0.564524,0.889901,0.038965,0.082111,0.558758,0.748928,0.347073,0.970696,DERMASON
0.071978,0.086571,0.275577,0.703469,0.038734,0.082119,0.604949,0.906052,0.590733,0.967174,DERMASON
0.072428,0.082502,0.254349,0.680846,0.03892,0.082135,0.826805,0.902256,0.613846,0.934967,DERMASON
0.079122,0.101135,0.347708,0.76783,0.038882,0.082135,0.598563,0.845294,0.515206,0.982065,DERMASON
0.079703,0.092122,0.300596,0.727792,0.039068,0.082151,0.802767,0.840598,0.560799,0.934571,DERMASON
0.078176,0.10226,0.347451,0.767629,0.038911,0.082279,0.690418,0.854298,0.510202,0.889396,DERMASON
0.073164,0.081495,0.249725,0.675649,0.039019,0.082311,0.785193,0.897247,0.620282,0.952279,DERMASON
0.089142,0.119473,0.429237,0.823426,0.039666,0.082327,0.661957,0.76616,0.433922,0.802475,DERMASON
0.092187,0.122157,0.449304,0.835021,0.039328,0.082343,0.754474,0.742835,0.423076,0.904465,DERMASON
0.078158,0.101485,0.347103,0.767357,0.038821,0.082359,0.797348,0.855061,0.514164,0.958166,DERMASON
0.069633,0.082926,0.25801,0.684889,0.038796,0.082455,0.615211,0.929385,0.612462,0.992521,DERMASON
0.077968,0.095972,0.31911,0.744354,0.039179,0.082487,0.636756,0.857641,0.541887,0.955524,DERMASON
0.079993,0.089961,0.290514,0.718275,0.039105,0.082511,0.716878,0.840944,0.573441,0.971309,DERMASON
0.077331,0.084341,0.261784,0.688994,0.039212,0.082527,0.656775,0.863305,0.604604,0.940532,DERMASON
0.084594,0.111727,0.397583,0.803588,0.039134,0.082527,0.783457,0.803562,0.467384,0.95225,DERMASON
0.076315,0.082646,0.254591,0.681115,0.039006,0.082527,0.55272,0.871901,0.614319,0.957763,DERMASON
0.080275,0.104605,0.361076,0.778015,0.039175,0.082559,0.810425,0.838971,0.499875,0.945729,DERMASON
0.076641,0.094035,0.307953,0.734511,0.039258,0.082567,0.673272,0.869446,0.552084,0.931352,DERMASON
0.093837,0.09929,0.335244,0.757893,0.039843,0.082567,0.635245,0.731939,0.525499,0.957773,DERMASON
0.073912,0.076207,0.224224,0.645072,0.039357,0.082591,0.619168,0.892969,0.652952,0.963909,DERMASON
0.076868,0.085488,0.268832,0.696491,0.039167,0.082607,0.57305,0.867831,0.598378,0.976961,DERMASON
0.083866,0.10395,0.358789,0.776305,0.0396,0.082663,0.649303,0.810433,0.503258,0.971509,DERMASON
0.085507,0.10925,0.385926,0.795758,0.039464,0.082671,0.757967,0.797331,0.478811,0.979709,DERMASON
0.086645,0.113518,0.405135,0.808504,0.03946,0.082671,0.658747,0.788281,0.459948,0.936956,DERMASON
0.072026,0.080829,0.245525,0.670841,0.038928,0.082695,0.808675,0.910184,0.625484,0.962722,DERMASON
0.082144,0.10057,0.340174,0.761876,0.039249,0.082711,0.634995,0.824775,0.519641,0.943947,DERMASON
0.076551,0.101642,0.345739,0.766289,0.03915,0.082815,0.649432,0.872125,0.514738,0.956586,DERMASON
0.085132,0.114949,0.408213,0.810474,0.039282,0.082847,0.373506,0.801638,0.454251,0.879833,DERMASON
0.079366,0.1001,0.337538,0.759755,0.039138,0.082855,0.478936,0.848768,0.522365,0.950013,DERMASON
0.079029,0.096184,0.319242,0.744468,0.039216,0.082919,0.727449,0.852065,0.542118,0.973555,DERMASON
0.083323,0.101861,0.346352,0.766769,0.039707,0.082935,0.662322,0.816868,0.514026,0.957663,DERMASON
0.08201,0.104871,0.361705,0.778483,0.039249,0.082967,0.48766,0.827797,0.499788,0.966062,DERMASON
0.073656,0.071723,0.201082,0.614145,0.039299,0.082983,0.773631,0.898255,0.682592,0.949198,DERMASON
0.074452,0.08301,0.254874,0.681429,0.039505,0.082991,0.570532,0.891444,0.613764,0.966785,DERMASON
0.083482,0.101145,0.341667,0.763068,0.04,0.083063,0.500306,0.81654,0.517868,0.947765,DERMASON
0.083265,0.104726,0.359893,0.777133,0.039695,0.083087,0.674657,0.818475,0.500814,0.956618,DERMASON
0.075968,0.089424,0.28563,0.713529,0.039262,0.083095,0.72104,0.879258,0.578197,0.975101,DERMASON
0.077532,0.098364,0.329016,0.75276,0.039406,0.083111,0.560271,0.866107,0.53171,0.971541,DERMASON
0.079986,0.095043,0.312418,0.738499,0.039315,0.083151,0.663036,0.845869,0.548665,0.96962,DERMASON
0.08752,0.112255,0.39682,0.803085,0.039822,0.083159,0.445786,0.78497,0.466777,0.944199,DERMASON
0.074737,0.082735,0.252466,0.678741,0.039295,0.083175,0.853321,0.890428,0.615968,0.960053,DERMASON
0.084096,0.097455,0.321304,0.746242,0.039728,0.083191,0.739818,0.812526,0.536505,0.919083,DERMASON
0.089023,0.101357,0.338546,0.760569,0.039658,0.083215,0.714218,0.77358,0.517286,0.885373,DERMASON
0.082837,0.104616,0.358411,0.776022,0.039769,0.083215,0.512082,0.822915,0.501696,0.950426,DERMASON
0.079217,0.093053,0.301899,0.728997,0.039414,0.083231,0.723773,0.852885,0.559254,0.961091,DERMASON
0.076958,0.085022,0.263309,0.690634,0.039509,0.083295,0.727721,0.872385,0.603261,0.968678,DERMASON
0.076835,0.085713,0.264942,0.69238,0.039662,0.083375,0.574142,0.874043,0.599619,0.942916,DERMASON
0.082631,0.102667,0.348916,0.768769,0.039954,0.083447,0.599402,0.82634,0.511633,0.972961,DERMASON
0.092255,0.104829,0.353398,0.772222,0.04016,0.083455,0.678,0.750334,0.501379,0.862597,DERMASON
0.073102,0.071736,0.200219,0.612925,0.039637,0.083479,0.779759,0.906968,0.684301,0.969875,DERMASON
0.07865,0.101225,0.341015,0.762549,0.03946,0.08355,0.675525,0.860078,0.518909,0.968102,DERMASON
0.077258,0.086821,0.271445,0.699217,0.03969,0.083654,0.665947,0.872616,0.594317,0.988398,DERMASON
0.08577,0.112945,0.394988,0.80187,0.04042,0.083678,0.437126,0.802714,0.465158,0.895014,DERMASON
0.084376,0.117453,0.422652,0.819461,0.039765,0.083686,0.577911,0.813971,0.445847,0.973961,DERMASON
0.080277,0.095941,0.312831,0.738865,0.03988,0.08371,0.613138,0.847721,0.54576,0.94124,DERMASON
0.074247,0.088948,0.28116,0.709105,0.039662,0.083742,0.678503,0.899089,0.582854,0.985805,DERMASON
0.087784,0.099076,0.329047,0.752786,0.040284,0.083838,0.561627,0.787888,0.530331,0.96679,DERMASON
0.074921,0.082058,0.247164,0.672728,0.039674,0.083886,0.675957,0.894394,0.622283,0.975984,DERMASON
0.080201,0.094667,0.307302,0.733924,0.039728,0.08391,0.754751,0.849869,0.55293,0.969873,DERMASON
0.075302,0.08612,0.265896,0.693394,0.039827,0.083926,0.55639,0.891422,0.599125,0.96793,DERMASON
0.080996,0.109186,0.37725,0.789731,0.039847,0.083942,0.692399,0.843526,0.482624,0.937437,DERMASON
0.077071,0.091223,0.287475,0.715333,0.040045,0.084021,0.740177,0.877041,0.571428,0.920385,DERMASON
0.077327,0.09429,0.304697,0.731561,0.039868,0.084053,0.74058,0.875119,0.555331,0.967165,DERMASON
0.080497,0.105549,0.360526,0.777606,0.039888,0.084061,0.642575,0.848573,0.499726,0.973385,DERMASON
0.087218,0.121125,0.439417,0.829397,0.039777,0.084069,0.679353,0.794077,0.431644,0.968711,DERMASON
0.07484,0.082694,0.247357,0.672949,0.039835,0.084069,0.755507,0.896525,0.619189,0.935422,DERMASON
0.074205,0.08716,0.271398,0.699169,0.039732,0.084077,0.773641,0.902079,0.5938,0.990266,DERMASON
0.084752,0.113137,0.398257,0.804032,0.039855,0.084125,0.444672,0.814225,0.465524,0.969736,DERMASON
0.073029,0.074558,0.209401,0.625644,0.039818,0.084197,0.649216,0.913263,0.668875,0.947867,DERMASON
0.081773,0.116821,0.417274,0.816162,0.039806,0.084205,0.549713,0.83911,0.449876,0.979834,DERMASON
0.080326,0.101359,0.337088,0.759391,0.040189,0.084245,0.803912,0.851388,0.520291,0.941321,DERMASON
0.074745,0.091129,0.28865,0.716474,0.039967,0.084245,0.713439,0.89872,0.572634,0.968859,DERMASON
0.084459,0.120136,0.431054,0.824506,0.040094,0.084292,0.753334,0.81784,0.436264,0.93289,DERMASON
0.076175,0.094049,0.301068,0.728229,0.039719,0.0843,0.459162,0.886851,0.557348,0.941268,DERMASON
0.080294,0.100609,0.333743,0.756667,0.040115,0.084308,0.628267,0.852143,0.524147,0.952777,DERMASON
0.076675,0.077531,0.225076,0.646149,0.04021,0.084316,0.622874,0.882703,0.650833,0.994653,DERMASON
0.082696,0.091473,0.287632,0.715485,0.040177,0.08438,0.524729,0.832856,0.571217,0.9293,DERMASON
0.081408,0.103561,0.347923,0.767997,0.040123,0.08438,0.581867,0.843445,0.51005,0.951,DERMASON
0.079261,0.096055,0.306788,0.73346,0.04009,0.084476,0.866608,0.86205,0.547506,0.88096,DERMASON
0.082118,0.097314,0.315948,0.741606,0.04028,0.084508,0.506026,0.838564,0.541183,0.939136,DERMASON
0.093038,0.099812,0.330035,0.753608,0.04094,0.084508,0.506351,0.751942,0.528666,0.972637,DERMASON
0.087552,0.0962,0.309479,0.735882,0.040593,0.084524,0.500113,0.794786,0.546907,0.921337,DERMASON
0.076949,0.095856,0.309325,0.735744,0.040086,0.084548,0.531881,0.882155,0.548743,0.951235,DERMASON
0.082053,0.106322,0.361132,0.778057,0.040218,0.084563,0.766799,0.839516,0.497538,0.956336,DERMASON
0.078106,0.096425,0.31039,0.736697,0.040371,0.084579,0.798667,0.872576,0.545926,0.922416,DERMASON
0.076074,0.084128,0.254227,0.680709,0.040165,0.084579,0.759919,0.88989,0.612597,0.977789,DERMASON
0.083913,0.097735,0.315612,0.741312,0.040593,0.084595,0.522722,0.824543,0.539314,0.902315,DERMASON
0.085174,0.106896,0.365222,0.78108,0.040062,0.084595,0.560725,0.814332,0.494953,0.98026,DERMASON
0.08513,0.106619,0.359272,0.776668,0.040647,0.084611,0.493196,0.814805,0.496285,0.901388,DERMASON
0.077286,0.091606,0.288681,0.716504,0.04014,0.084643,0.817708,0.880027,0.571328,0.957928,DERMASON
0.084443,0.109433,0.3764,0.789131,0.040346,0.084659,0.746974,0.820719,0.483492,0.958501,DERMASON
0.076556,0.088444,0.273325,0.701161,0.040193,0.084683,0.61335,0.886562,0.588634,0.957892,DERMASON
0.079954,0.094638,0.303751,0.730697,0.040169,0.084691,0.571261,0.857898,0.555481,0.969205,DERMASON
0.075429,0.090136,0.280168,0.708113,0.040189,0.084747,0.830159,0.896741,0.579579,0.938915,DERMASON
0.075793,0.089761,0.279052,0.706992,0.040296,0.084779,0.621165,0.893853,0.581724,0.954509,DERMASON
0.079495,0.096576,0.312795,0.738833,0.040231,0.084779,0.55531,0.862414,0.545755,0.968982,DERMASON
0.08236,0.085198,0.256823,0.683585,0.040564,0.084795,0.548019,0.838742,0.607189,0.946779,DERMASON
0.084255,0.101254,0.334537,0.757316,0.040226,0.084802,0.763897,0.823316,0.522438,0.949276,DERMASON
0.075441,0.097825,0.319679,0.744845,0.039979,0.08481,0.747844,0.897138,0.539509,0.985888,DERMASON
0.085419,0.106553,0.361521,0.778346,0.040457,0.08481,0.457949,0.813963,0.497156,0.962561,DERMASON
0.075543,0.08601,0.262586,0.689857,0.040189,0.084818,0.708333,0.896315,0.60266,0.985572,DERMASON
0.077937,0.096584,0.312155,0.738266,0.040193,0.084834,0.681377,0.875975,0.545888,0.961006,DERMASON
0.079902,0.09323,0.291642,0.719359,0.040787,0.084842,0.689843,0.859491,0.563322,0.882525,DERMASON
0.077768,0.08427,0.25015,0.676131,0.040428,0.084874,0.718519,0.877717,0.612762,0.908718,DERMASON
0.089232,0.126165,0.461123,0.841527,0.040329,0.084946,0.745236,0.784627,0.413731,0.966222,DERMASON
0.078583,0.097766,0.318438,0.743773,0.040296,0.084986,0.780433,0.871679,0.540332,0.982443,DERMASON
0.081055,0.110246,0.377364,0.789811,0.040585,0.085025,0.447186,0.851279,0.480828,0.933726,DERMASON
0.082696,0.10423,0.348588,0.768515,0.040478,0.085025,0.460949,0.837726,0.508716,0.955345,DERMASON
0.078803,0.088381,0.271488,0.699262,0.040503,0.085073,0.769398,0.870499,0.590237,0.959677,DERMASON
0.090066,0.104494,0.350673,0.77013,0.040865,0.085097,0.683702,0.779205,0.507665,0.974849,DERMASON
0.080043,0.094091,0.296603,0.724068,0.040684,0.085121,0.840911,0.860449,0.55966,0.919823,DERMASON
0.082788,0.112033,0.386265,0.795989,0.040482,0.085129,0.816476,0.837755,0.473119,0.940522,DERMASON
0.075389,0.077345,0.218709,0.637996,0.040329,0.085145,0.820004,0.900195,0.65486,0.95002,DERMASON
0.083632,0.095726,0.304771,0.731629,0.040927,0.085169,0.879322,0.831142,0.55131,0.928392,DERMASON
0.078307,0.096825,0.311058,0.737292,0.040602,0.085224,0.611936,0.875854,0.545836,0.950285,DERMASON
0.081824,0.111741,0.385573,0.795515,0.040301,0.085248,0.461161,0.846603,0.474742,0.96341,DERMASON
0.10204,0.088004,0.26691,0.694468,0.041566,0.085288,0.722906,0.690531,0.59302,0.923506,DERMASON
0.082746,0.100499,0.329978,0.753561,0.040663,0.085296,0.525338,0.839367,0.5276,0.973406,DERMASON
0.085247,0.118214,0.414384,0.814366,0.040705,0.085352,0.744761,0.8194,0.44701,0.903968,DERMASON
0.087065,0.1068,0.358843,0.776346,0.040886,0.08536,0.622809,0.804849,0.497561,0.937688,DERMASON
