@relation 'Dry_Beans_Dataset-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.unsupervised.attribute.Remove-V-R2,4-5,9,11-13,16-17'

@attribute Perimeter numeric
@attribute MinorAxisLength numeric
@attribute AspectRation numeric
@attribute Extent numeric
@attribute roundness numeric
@attribute Compactness numeric
@attribute ShapeFactor1 numeric
@attribute ShapeFactor4 numeric
@attribute Class {SEKER,BARBUNYA,BOMBAY,CALI,HOROZ,SIRA,DERMASON}

@data
0.102244,0.124692,0.343313,0.786863,0.778858,0.491783,0.654429,0.844751,DERMASON
0.099975,0.123565,0.341315,0.489452,0.79642,0.501689,0.650096,0.970669,DERMASON
0.096208,0.120037,0.357509,0.737586,0.826218,0.48381,0.657761,0.965577,DERMASON
0.091696,0.155509,0.214804,0.590987,0.862773,0.65276,0.588775,0.949325,DERMASON
0.085479,0.148743,0.239759,0.762129,0.914872,0.620781,0.601019,0.955947,DERMASON
0.091336,0.150633,0.232891,0.598081,0.866242,0.629401,0.597607,0.953266,DERMASON
0.106168,0.123941,0.339794,0.611557,0.751004,0.50421,0.648582,0.984561,DERMASON
0.090904,0.140638,0.270695,0.604915,0.87024,0.583377,0.615653,0.972989,DERMASON
0.089721,0.128138,0.323985,0.713028,0.880222,0.51929,0.642064,0.943998,DERMASON
0.094081,0.145675,0.2516,0.560427,0.844726,0.606347,0.606425,0.963928,DERMASON
0.095814,0.114718,0.382231,0.524467,0.831104,0.45847,0.668466,0.977776,DERMASON
0.095626,0.108972,0.410443,0.777803,0.833113,0.429097,0.681614,0.966785,DERMASON
0.0915,0.134628,0.296184,0.495006,0.866634,0.552423,0.627921,0.964171,DERMASON
0.092228,0.127244,0.326514,0.734398,0.860804,0.518673,0.64201,0.97997,DERMASON
0.096347,0.118004,0.367747,0.465815,0.827955,0.473639,0.661426,0.977697,DERMASON
0.096819,0.124265,0.340387,0.710761,0.824387,0.502522,0.6488,0.967646,DERMASON
0.101678,0.117822,0.368452,0.530033,0.7866,0.473138,0.661599,0.981746,DERMASON
0.09789,0.110155,0.405511,0.651417,0.816008,0.433775,0.679246,0.962337,DERMASON
0.09238,0.126592,0.332471,0.829395,0.860086,0.508864,0.646048,0.928586,DERMASON
0.096511,0.118425,0.366491,0.492307,0.827106,0.474561,0.660892,0.970966,DERMASON
0.096714,0.121077,0.357372,0.474766,0.825611,0.481287,0.657905,0.921676,DERMASON
0.096097,0.121539,0.352488,0.720099,0.830504,0.489571,0.65429,0.971425,DERMASON
0.093055,0.118482,0.367109,0.793383,0.855244,0.473266,0.661334,0.960366,DERMASON
0.09396,0.132634,0.304244,0.766421,0.847932,0.544116,0.631017,0.981331,DERMASON
0.102266,0.135944,0.291649,0.734561,0.783052,0.557701,0.625346,0.963429,DERMASON
0.091918,0.138108,0.284008,0.607257,0.865122,0.565637,0.621991,0.945722,DERMASON
0.095337,0.118766,0.367237,0.638781,0.837742,0.472175,0.661575,0.944592,DERMASON
0.095292,0.129206,0.320885,0.673652,0.838273,0.523283,0.639461,0.952114,DERMASON
0.08915,0.130981,0.312495,0.600419,0.888638,0.53397,0.634888,0.970775,DERMASON
0.093904,0.136335,0.291569,0.662101,0.849982,0.556908,0.6253,0.949296,DERMASON
0.094799,0.131759,0.310959,0.78514,0.842907,0.533996,0.634768,0.942909,DERMASON
0.090867,0.133731,0.301589,0.521238,0.875481,0.546511,0.629387,0.970394,DERMASON
0.093995,0.139222,0.280034,0.578591,0.850398,0.571166,0.619173,0.958101,DERMASON
0.10059,0.115943,0.383989,0.824176,0.798574,0.45207,0.669926,0.901602,DERMASON
0.089969,0.15024,0.235825,0.6947,0.883707,0.627914,0.596574,0.98864,DERMASON
0.092093,0.125123,0.338253,0.724069,0.866352,0.505661,0.646345,0.980553,DERMASON
0.094207,0.129298,0.321609,0.518065,0.849545,0.522875,0.638928,0.958735,DERMASON
0.091393,0.13979,0.277982,0.542783,0.872486,0.57396,0.617795,0.963354,DERMASON
0.107136,0.099618,0.461826,0.603951,0.749939,0.378223,0.703898,0.945704,DERMASON
0.101769,0.115948,0.383564,0.539795,0.7905,0.453571,0.668962,0.919261,DERMASON
0.092728,0.162098,0.195953,0.60255,0.862271,0.677095,0.57759,0.934023,DERMASON
0.119024,0.116362,0.380985,0.60072,0.66556,0.457142,0.667268,0.934193,DERMASON
0.090764,0.143796,0.262076,0.564935,0.878416,0.593856,0.609612,0.971934,DERMASON
0.093859,0.133289,0.306796,0.784436,0.853444,0.538134,0.63223,0.93261,DERMASON
0.094773,0.113465,0.393577,0.597019,0.846081,0.44537,0.672456,0.954047,DERMASON
0.094476,0.125242,0.342496,0.652321,0.848749,0.496876,0.649649,0.913224,DERMASON
0.092182,0.130744,0.319073,0.787685,0.867413,0.522574,0.638664,0.907601,DERMASON
0.095287,0.122176,0.354718,0.503382,0.842692,0.485385,0.654505,0.942176,DERMASON
0.097098,0.116708,0.378933,0.650096,0.828617,0.460645,0.665304,0.956951,DERMASON
0.086964,0.146382,0.255148,0.670472,0.911628,0.599505,0.60699,0.926131,DERMASON
0.09598,0.146485,0.254341,0.81893,0.837554,0.601018,0.606392,0.9341,DERMASON
0.097159,0.134677,0.301238,0.680437,0.828417,0.545208,0.628918,0.942998,DERMASON
0.091058,0.129882,0.319824,0.53767,0.877788,0.525765,0.637006,0.972845,DERMASON
0.101,0.114648,0.395823,0.505424,0.79863,0.436123,0.67619,0.837833,DERMASON
0.095348,0.11041,0.409379,0.715765,0.843063,0.429143,0.679373,0.949666,DERMASON
0.094653,0.118531,0.371495,0.545411,0.848978,0.467984,0.661808,0.949556,DERMASON
0.099011,0.125846,0.339217,0.771893,0.815085,0.502668,0.646509,0.949042,DERMASON
0.108644,0.089416,0.516874,0.472007,0.742264,0.33007,0.72638,0.973266,DERMASON
0.112466,0.093207,0.497251,0.456435,0.714675,0.346617,0.718122,0.959212,DERMASON
0.093866,0.133235,0.307497,0.527843,0.856474,0.538793,0.631117,0.956152,DERMASON
0.091953,0.129789,0.322462,0.586024,0.872343,0.521477,0.638298,0.95166,DERMASON
0.094126,0.134047,0.302614,0.561342,0.854714,0.546394,0.627871,0.987584,DERMASON
0.100483,0.10992,0.414255,0.656957,0.804516,0.42299,0.681641,0.927849,DERMASON
0.094743,0.136312,0.29497,0.649046,0.849853,0.553387,0.624956,0.956874,DERMASON
0.096492,0.124178,0.346276,0.804737,0.835974,0.495898,0.649139,0.964671,DERMASON
0.1032,0.142444,0.271518,0.617424,0.783865,0.579986,0.614081,0.935227,DERMASON
0.096497,0.114827,0.389592,0.77381,0.83627,0.449489,0.669472,0.954704,DERMASON
0.092812,0.130278,0.319555,0.631635,0.866067,0.526168,0.636119,0.974452,DERMASON
0.089213,0.135267,0.298478,0.552921,0.896005,0.550738,0.625831,0.980082,DERMASON
0.091435,0.132188,0.314837,0.817047,0.877641,0.527881,0.635321,0.915718,DERMASON
0.097104,0.124237,0.35115,0.577294,0.832011,0.485624,0.653338,0.883044,DERMASON
0.103487,0.093768,0.499006,0.426578,0.782451,0.341715,0.720084,0.900966,DERMASON
0.097313,0.108279,0.422528,0.637392,0.83047,0.415241,0.684889,0.934962,DERMASON
0.096689,0.127276,0.333965,0.818916,0.83548,0.508743,0.643328,0.953555,DERMASON
0.099634,0.104932,0.437635,0.685448,0.812622,0.402173,0.690855,0.962684,DERMASON
0.088495,0.146443,0.25524,0.526943,0.902781,0.601621,0.605111,0.961036,DERMASON
0.096418,0.155389,0.22682,0.816985,0.838034,0.630926,0.59366,0.855809,DERMASON
0.099625,0.110784,0.409976,0.508976,0.813255,0.428674,0.678434,0.951823,DERMASON
0.089823,0.136932,0.292925,0.742607,0.892557,0.556779,0.622919,0.972679,DERMASON
0.095024,0.119086,0.371137,0.789481,0.851008,0.469249,0.659845,0.964272,DERMASON
0.08908,0.156648,0.218139,0.746367,0.90039,0.649208,0.586041,0.96242,DERMASON
0.11709,0.116302,0.387547,0.519875,0.686128,0.448862,0.668741,0.909239,DERMASON
0.099334,0.134133,0.304596,0.770684,0.81754,0.544184,0.627628,0.988962,DERMASON
0.094623,0.11993,0.368402,0.728672,0.855046,0.471468,0.658645,0.953255,DERMASON
0.102805,0.110606,0.416802,0.814218,0.790952,0.417415,0.682939,0.876393,DERMASON
0.107199,0.097534,0.485898,0.617705,0.757793,0.34928,0.71535,0.827903,DERMASON
0.095498,0.131481,0.31836,0.52528,0.848509,0.525793,0.635141,0.946542,DERMASON
0.163906,0.105294,0.448399,0.395003,0.402798,0.382249,0.699139,0.798332,DERMASON
0.094968,0.138245,0.290927,0.768231,0.853568,0.557237,0.621888,0.942476,DERMASON
0.100982,0.112216,0.40551,0.557821,0.80637,0.433085,0.675355,0.950748,DERMASON
0.096503,0.120567,0.366853,0.771886,0.841659,0.472764,0.657599,0.947609,DERMASON
0.095304,0.123832,0.351122,0.721017,0.851493,0.490904,0.649626,0.969059,DERMASON
0.262577,0.146914,0.277477,0.540982,0,0.54833,0.625377,0.550241,DERMASON
0.091747,0.135355,0.300917,0.719151,0.880507,0.548177,0.625425,0.984572,DERMASON
0.099403,0.121933,0.36046,0.575111,0.819117,0.480056,0.654293,0.955775,DERMASON
0.100372,0.115119,0.390585,0.500222,0.811664,0.449802,0.667646,0.976935,DERMASON
0.108877,0.111573,0.409859,0.479117,0.747474,0.427953,0.677468,0.937708,DERMASON
0.088833,0.1463,0.257337,0.559767,0.905272,0.600568,0.604157,0.985353,DERMASON
0.103501,0.14299,0.270765,0.676761,0.787831,0.583504,0.610939,0.976314,DERMASON
0.08962,0.143884,0.267181,0.690327,0.89868,0.587942,0.609166,0.97742,DERMASON
0.103009,0.122403,0.358123,0.473767,0.792302,0.48352,0.652467,0.971645,DERMASON
0.111405,0.112849,0.405106,0.696917,0.729738,0.431855,0.675463,0.92327,DERMASON
0.094722,0.144063,0.268403,0.55398,0.857667,0.584702,0.610217,0.94989,DERMASON
0.105672,0.110913,0.414927,0.400254,0.77242,0.421735,0.679992,0.917934,DERMASON
0.097454,0.12718,0.338086,0.795143,0.836398,0.504647,0.643136,0.960996,DERMASON
0.105389,0.100231,0.467591,0.565729,0.775258,0.372376,0.702947,0.937427,DERMASON
0.100313,0.129629,0.327865,0.674034,0.814293,0.515831,0.638271,0.958425,DERMASON
0.097824,0.128149,0.334198,0.567714,0.833916,0.508875,0.641208,0.959907,DERMASON
0.095009,0.132911,0.313631,0.577769,0.856598,0.532379,0.631253,0.966051,DERMASON
0.09462,0.119845,0.371405,0.49862,0.860832,0.469183,0.658048,0.967835,DERMASON
0.100717,0.128303,0.336207,0.586136,0.812543,0.504573,0.642668,0.926063,DERMASON
0.097308,0.119791,0.372124,0.606997,0.83948,0.46807,0.658475,0.96194,DERMASON
0.094635,0.142581,0.274175,0.738635,0.860995,0.579536,0.611591,0.978957,DERMASON
0.093155,0.12968,0.328081,0.500831,0.873158,0.516207,0.637646,0.968422,DERMASON
0.097421,0.136154,0.301576,0.726868,0.838807,0.545565,0.625366,0.954997,DERMASON
0.097691,0.129427,0.334567,0.874218,0.836883,0.503186,0.643105,0.874065,DERMASON
0.095394,0.13025,0.325992,0.726466,0.855316,0.51837,0.636639,0.965565,DERMASON
0.096124,0.129746,0.329346,0.7784,0.849957,0.513613,0.638511,0.94926,DERMASON
0.098694,0.131204,0.329762,0.728194,0.829674,0.50583,0.641773,0.830637,DERMASON
0.095734,0.116628,0.386762,0.661699,0.853604,0.453738,0.664401,0.977023,DERMASON
0.097454,0.127234,0.343075,0.631019,0.839892,0.495697,0.646005,0.904329,DERMASON
0.102425,0.118328,0.380875,0.79059,0.801138,0.457913,0.662478,0.94512,DERMASON
0.09361,0.125865,0.346543,0.676414,0.871216,0.494905,0.646252,0.953178,DERMASON
0.106042,0.104334,0.448426,0.795349,0.774305,0.391222,0.692786,0.952072,DERMASON
0.096652,0.1214,0.365542,0.582802,0.847369,0.475943,0.654276,0.977169,DERMASON
0.101125,0.143121,0.276528,0.494827,0.812588,0.573337,0.613252,0.925831,DERMASON
0.093718,0.143942,0.271534,0.569003,0.871766,0.581592,0.609892,0.960881,DERMASON
0.099074,0.11763,0.383425,0.695445,0.828918,0.457039,0.662391,0.974572,DERMASON
0.089541,0.158436,0.217337,0.562634,0.906575,0.649418,0.583432,0.949406,DERMASON
0.100122,0.123395,0.357779,0.649367,0.820969,0.483623,0.650629,0.967266,DERMASON
0.10176,0.111692,0.413227,0.498628,0.808433,0.425328,0.676539,0.950044,DERMASON
0.1031,0.123188,0.360737,0.606891,0.798099,0.478428,0.652828,0.933852,DERMASON
0.103133,0.126678,0.344339,0.835459,0.797847,0.497121,0.644737,0.950138,DERMASON
0.103134,0.105577,0.442201,0.551843,0.797891,0.398086,0.689122,0.967842,DERMASON
0.097179,0.137248,0.301116,0.58969,0.845865,0.544765,0.624305,0.933625,DERMASON
0.095265,0.13095,0.326586,0.494399,0.861589,0.517052,0.635772,0.955004,DERMASON
0.095213,0.138662,0.292962,0.66866,0.862408,0.55753,0.618872,0.985364,DERMASON
0.095644,0.140508,0.285711,0.557992,0.859041,0.565904,0.615438,0.982146,DERMASON
0.090937,0.166733,0.189967,0.781039,0.898397,0.68583,0.568978,0.941994,DERMASON
0.095543,0.133677,0.314646,0.562085,0.860825,0.53192,0.629138,0.977316,DERMASON
0.100451,0.12387,0.362223,0.468208,0.821843,0.474091,0.653812,0.888508,DERMASON
0.091703,0.159934,0.213168,0.71305,0.892608,0.655984,0.579931,0.965492,DERMASON
0.093067,0.125766,0.348562,0.670479,0.881459,0.49465,0.644786,0.984972,DERMASON
0.101121,0.110762,0.419727,0.419734,0.817218,0.419327,0.678177,0.957435,DERMASON
0.093343,0.135225,0.310255,0.832492,0.879767,0.535208,0.627495,0.949423,DERMASON
0.092542,0.14069,0.288132,0.508117,0.886473,0.560673,0.617001,0.944611,DERMASON
0.095582,0.138004,0.298205,0.633567,0.861817,0.549961,0.62133,0.962564,DERMASON
0.096793,0.136703,0.303304,0.582039,0.852062,0.544334,0.623644,0.967378,DERMASON
0.095686,0.148848,0.258399,0.480126,0.861032,0.593769,0.603669,0.899432,DERMASON
0.091204,0.149765,0.251408,0.645028,0.898949,0.607532,0.597958,0.978696,DERMASON
0.100332,0.131898,0.3242,0.503701,0.82528,0.5205,0.633211,0.967507,DERMASON
0.09947,0.123584,0.3602,0.80155,0.832284,0.481533,0.6498,0.975528,DERMASON
0.110204,0.111529,0.416813,0.629502,0.750909,0.423027,0.675744,0.971295,DERMASON
0.094515,0.132031,0.32654,0.804939,0.872642,0.515166,0.635227,0.923606,DERMASON
0.103075,0.108469,0.432566,0.811151,0.805053,0.407063,0.682964,0.962472,DERMASON
0.102218,0.114051,0.406628,0.494079,0.81179,0.431622,0.671672,0.945014,DERMASON
0.097743,0.130383,0.334124,0.721988,0.847558,0.506768,0.638522,0.924298,DERMASON
0.090969,0.139455,0.293593,0.53809,0.903748,0.556406,0.617635,0.979269,DERMASON
0.097745,0.13242,0.327207,0.533598,0.848837,0.513273,0.635411,0.90503,DERMASON
0.089443,0.152082,0.244165,0.781139,0.917499,0.61714,0.593258,0.986337,DERMASON
0.101134,0.125282,0.355893,0.699931,0.822885,0.485015,0.647262,0.956853,DERMASON
0.099992,0.137117,0.304524,0.526413,0.831909,0.542996,0.622766,0.968575,DERMASON
0.102664,0.129875,0.336295,0.537969,0.81153,0.506134,0.638051,0.953054,DERMASON
0.097834,0.145302,0.275397,0.610241,0.849701,0.573129,0.610327,0.901021,DERMASON
0.096588,0.131008,0.330213,0.746916,0.859985,0.514505,0.634384,0.979442,DERMASON
0.091353,0.150271,0.253785,0.615702,0.903322,0.602841,0.598359,0.951765,DERMASON
0.102681,0.133728,0.325222,0.606317,0.812444,0.513084,0.634815,0.866072,DERMASON
0.095847,0.13473,0.315389,0.768283,0.867054,0.530801,0.627268,0.972906,DERMASON
0.091504,0.161919,0.209641,0.719774,0.90276,0.661567,0.575707,0.979013,DERMASON
0.094634,0.142662,0.286478,0.703267,0.877206,0.560298,0.615073,0.907534,DERMASON
0.097415,0.138775,0.302624,0.711902,0.85492,0.541136,0.622851,0.903534,DERMASON
0.095133,0.132716,0.324788,0.811562,0.873482,0.519573,0.631792,0.963181,DERMASON
0.102625,0.124079,0.362976,0.603778,0.814091,0.477441,0.649755,0.956885,DERMASON
0.102241,0.128243,0.34585,0.466861,0.817129,0.494484,0.642377,0.933968,DERMASON
0.099073,0.120952,0.376163,0.718648,0.842018,0.464588,0.655364,0.974412,DERMASON
0.105571,0.09337,0.517672,0.387314,0.792818,0.326926,0.719377,0.930153,DERMASON
0.096532,0.135395,0.314317,0.721157,0.864116,0.531749,0.626174,0.968514,DERMASON
0.099249,0.123111,0.367811,0.76251,0.842412,0.472979,0.651187,0.967907,DERMASON
0.103053,0.145972,0.279793,0.825616,0.812653,0.562073,0.613707,0.809724,DERMASON
0.093333,0.147412,0.266015,0.746494,0.891215,0.5891,0.602662,0.973215,DERMASON
0.098251,0.134233,0.321608,0.857644,0.851315,0.52142,0.630208,0.935188,DERMASON
0.102941,0.134203,0.322227,0.641744,0.815223,0.520715,0.630275,0.935052,DERMASON
0.097584,0.144243,0.283195,0.761115,0.857952,0.56361,0.612502,0.898201,DERMASON
0.107299,0.109103,0.437117,0.842214,0.782653,0.401469,0.682666,0.942188,DERMASON
0.097573,0.137619,0.306396,0.657207,0.858491,0.54109,0.621569,0.972662,DERMASON
0.097823,0.125054,0.361378,0.612843,0.856771,0.479267,0.647627,0.958907,DERMASON
0.099364,0.149971,0.259086,0.584382,0.844517,0.595362,0.599628,0.937691,DERMASON
0.102,0.131479,0.33438,0.782409,0.824093,0.507568,0.635386,0.941915,DERMASON
0.097211,0.150456,0.258991,0.69391,0.862138,0.59355,0.600239,0.907457,DERMASON
0.105647,0.17779,0.164236,0.792134,0.796379,0.716194,0.554106,0.854794,DERMASON
0.098548,0.149638,0.259947,0.646306,0.851859,0.595385,0.599398,0.954726,DERMASON
0.102457,0.115073,0.409702,0.488898,0.821519,0.427949,0.670002,0.935007,DERMASON
0.0987,0.126273,0.359097,0.768884,0.851211,0.479256,0.647229,0.918645,DERMASON
0.090815,0.156447,0.232928,0.650744,0.915894,0.631469,0.585243,0.986004,DERMASON
0.100874,0.119318,0.389589,0.832721,0.834194,0.448637,0.660625,0.940436,DERMASON
0.099084,0.122098,0.378843,0.415042,0.848428,0.457645,0.656613,0.905608,DERMASON
0.100722,0.121907,0.376312,0.737562,0.835446,0.463833,0.653886,0.964468,DERMASON
0.100995,0.125349,0.36039,0.453324,0.833406,0.481144,0.646302,0.972465,DERMASON
0.106485,0.110465,0.430196,0.798655,0.791249,0.409937,0.678029,0.972174,DERMASON
0.10079,0.158802,0.228292,0.636933,0.835301,0.632644,0.584635,0.911643,DERMASON
0.124649,0.121473,0.384927,0.563566,0.661327,0.448509,0.660447,0.85851,DERMASON
0.094085,0.153841,0.245184,0.760775,0.889766,0.613352,0.591939,0.947412,DERMASON
0.150938,0.103242,0.478125,0.492142,0.496871,0.354193,0.704231,0.790825,DERMASON
0.097236,0.151061,0.255151,0.55477,0.864196,0.601691,0.596452,0.960389,DERMASON
0.10409,0.147451,0.271734,0.676178,0.810885,0.57867,0.605339,0.918627,DERMASON
0.10425,0.1239,0.370448,0.477112,0.810858,0.468525,0.651005,0.940274,DERMASON
0.099996,0.125804,0.359186,0.69403,0.844412,0.483546,0.6444,0.990814,DERMASON
0.097608,0.129208,0.345749,0.607563,0.863673,0.496464,0.638807,0.964542,DERMASON
0.099914,0.126489,0.358198,0.500862,0.845231,0.482507,0.644802,0.956299,DERMASON
0.101692,0.132057,0.335712,0.521382,0.831587,0.505188,0.634989,0.927162,DERMASON
0.094024,0.131467,0.335392,0.748407,0.893649,0.508919,0.633319,0.982133,DERMASON
0.089035,0.171086,0.186447,0.741695,0.93569,0.689025,0.562601,0.916828,DERMASON
0.092831,0.156651,0.235828,0.610411,0.903993,0.626303,0.585972,0.96372,DERMASON
0.096803,0.129337,0.345951,0.728741,0.871422,0.496201,0.638583,0.963821,DERMASON
0.090984,0.167029,0.197906,0.645795,0.919575,0.67713,0.566858,0.974956,DERMASON
0.106793,0.114099,0.418649,0.461832,0.793079,0.41794,0.673134,0.916035,DERMASON
0.09686,0.13656,0.313948,0.678836,0.871357,0.533414,0.622838,0.988559,DERMASON
0.096101,0.159178,0.227176,0.813694,0.87781,0.637091,0.581669,0.957901,DERMASON
0.101352,0.121137,0.3834,0.470578,0.835978,0.456249,0.655687,0.960996,DERMASON
0.105795,0.121296,0.383376,0.524216,0.801877,0.455791,0.65578,0.952958,DERMASON
0.126001,0.124823,0.36793,0.725559,0.656906,0.471393,0.648902,0.943785,DERMASON
0.09922,0.15286,0.251173,0.792951,0.853662,0.606651,0.593111,0.960321,DERMASON
0.09543,0.139338,0.303859,0.562466,0.884534,0.544351,0.61793,0.97796,DERMASON
0.115636,0.11256,0.424838,0.668829,0.729586,0.414297,0.674247,0.957346,DERMASON
0.096137,0.140778,0.298444,0.542755,0.878988,0.550223,0.61547,0.971227,DERMASON
0.103621,0.121061,0.384135,0.521405,0.819668,0.456009,0.655389,0.969641,DERMASON
0.112233,0.13637,0.318455,0.524797,0.754632,0.525342,0.62566,0.940997,DERMASON
0.106005,0.112273,0.42474,0.498839,0.80147,0.416168,0.673248,0.987444,DERMASON
0.111241,0.094608,0.517213,0.810043,0.762367,0.329325,0.714469,0.965351,DERMASON
0.09317,0.151994,0.254773,0.674369,0.904908,0.603054,0.594017,0.974365,DERMASON
0.095557,0.158923,0.229364,0.698105,0.885259,0.634642,0.581836,0.963896,DERMASON
0.107447,0.117432,0.40331,0.665288,0.791571,0.434917,0.664431,0.944325,DERMASON
0.105977,0.131906,0.337393,0.549207,0.802879,0.50514,0.633762,0.956593,DERMASON
0.110494,0.113366,0.424229,0.466437,0.768858,0.412764,0.674444,0.921288,DERMASON
0.094811,0.152071,0.254621,0.627657,0.891842,0.603404,0.593749,0.97689,DERMASON
0.102482,0.113405,0.422976,0.764801,0.830315,0.415244,0.673213,0.942456,DERMASON
0.097234,0.129661,0.345935,0.685755,0.872167,0.497376,0.636937,0.982768,DERMASON
0.097269,0.138801,0.307919,0.648628,0.872335,0.539325,0.61926,0.972493,DERMASON
0.099707,0.131607,0.337765,0.740152,0.852789,0.506354,0.63299,0.983074,DERMASON
0.096333,0.141505,0.298091,0.747971,0.880168,0.549383,0.615082,0.951199,DERMASON
0.105252,0.133818,0.330757,0.495989,0.809688,0.511581,0.630694,0.941781,DERMASON
0.093754,0.173895,0.179242,0.590406,0.901606,0.699533,0.557424,0.923854,DERMASON
0.102364,0.137789,0.312143,0.553062,0.832225,0.534777,0.620998,0.977288,DERMASON
0.12884,0.153123,0.265888,0.33708,0.641405,0.571524,0.606021,0.695053,DERMASON
0.093655,0.174761,0.177409,0.71677,0.902831,0.700844,0.556853,0.904931,DERMASON
0.093168,0.161309,0.221359,0.677993,0.906987,0.64548,0.577231,0.970167,DERMASON
0.098026,0.141145,0.298901,0.693506,0.86734,0.549788,0.614679,0.972787,DERMASON
0.105006,0.125518,0.367233,0.800058,0.813053,0.472821,0.646863,0.955194,DERMASON
0.103784,0.108409,0.447327,0.837232,0.822625,0.393444,0.682567,0.97221,DERMASON
0.099795,0.157673,0.24074,0.525366,0.854768,0.613934,0.588805,0.869074,DERMASON
0.104204,0.146977,0.283408,0.616838,0.820461,0.559944,0.610026,0.844135,DERMASON
0.096638,0.176011,0.175326,0.729709,0.880905,0.702574,0.555586,0.886897,DERMASON
0.110914,0.109776,0.442949,0.461806,0.76989,0.396227,0.680843,0.948336,DERMASON
0.094128,0.158727,0.232791,0.531221,0.901649,0.629787,0.582519,0.957227,DERMASON
0.107477,0.126074,0.364928,0.492119,0.795773,0.476125,0.644968,0.969416,DERMASON
0.099374,0.13814,0.312912,0.675156,0.859195,0.533487,0.620647,0.970681,DERMASON
0.103221,0.129397,0.351478,0.52556,0.828827,0.489341,0.639197,0.949736,DERMASON
0.10084,0.12784,0.357547,0.807676,0.84768,0.483736,0.641573,0.965026,DERMASON
0.099306,0.144389,0.288645,0.729671,0.861024,0.561063,0.609057,0.960476,DERMASON
0.097654,0.148729,0.271341,0.545752,0.874566,0.582074,0.6006,0.964804,DERMASON
0.101573,0.132201,0.341063,0.460384,0.843261,0.499676,0.634379,0.933315,DERMASON
0.100316,0.130557,0.346797,0.640258,0.853288,0.494983,0.63636,0.958989,DERMASON
0.108314,0.135201,0.325743,0.743274,0.791687,0.519777,0.625768,0.983859,DERMASON
0.10536,0.141929,0.301583,0.550363,0.814302,0.543003,0.616155,0.914118,DERMASON
0.104234,0.146264,0.282844,0.482259,0.823073,0.566566,0.606592,0.938435,DERMASON
0.098537,0.155911,0.245958,0.784323,0.868499,0.61151,0.588802,0.933946,DERMASON
0.099022,0.143087,0.295054,0.812962,0.864983,0.553241,0.611776,0.956108,DERMASON
0.099598,0.137732,0.318621,0.450968,0.860475,0.524427,0.623576,0.929269,DERMASON
0.107338,0.111327,0.440431,0.903011,0.800118,0.395816,0.680051,0.900169,DERMASON
0.104823,0.120401,0.392302,0.442521,0.820146,0.448603,0.655892,0.986312,DERMASON
0.106502,0.12836,0.364272,0.667145,0.807208,0.469302,0.646798,0.845506,DERMASON
0.107757,0.117557,0.406962,0.413632,0.797744,0.432467,0.663066,0.964859,DERMASON
0.122169,0.118226,0.405234,0.583866,0.693116,0.432798,0.662901,0.941263,DERMASON
0.102615,0.127668,0.360549,0.506139,0.838032,0.480921,0.641581,0.971581,DERMASON
0.116712,0.124877,0.373061,0.55794,0.732156,0.467703,0.647296,0.972155,DERMASON
0.102828,0.140556,0.305128,0.718075,0.83647,0.542938,0.615513,0.97885,DERMASON
0.102109,0.147165,0.279703,0.554128,0.842126,0.571423,0.604002,0.955889,DERMASON
0.108914,0.117511,0.406052,0.678145,0.790049,0.435205,0.661525,0.995538,DERMASON
0.104556,0.144645,0.288716,0.528236,0.823473,0.562235,0.607553,0.980497,DERMASON
0.101349,0.133726,0.335931,0.751142,0.848633,0.506064,0.630694,0.945357,DERMASON
0.129547,0.13757,0.321028,0.735283,0.644105,0.521159,0.624352,0.920403,DERMASON
0.102934,0.11943,0.400373,0.825385,0.836242,0.437657,0.66038,0.940542,DERMASON
0.106956,0.128333,0.364529,0.540177,0.805411,0.469974,0.646031,0.861066,DERMASON
0.097042,0.144944,0.287658,0.717271,0.883828,0.563691,0.60682,0.983706,DERMASON
0.110158,0.121767,0.388912,0.769027,0.781442,0.450328,0.654573,0.957052,DERMASON
0.110053,0.133874,0.337253,0.499151,0.782873,0.503339,0.631467,0.924745,DERMASON
0.097269,0.135447,0.327525,0.553314,0.883047,0.517628,0.625405,0.981411,DERMASON
0.099941,0.144398,0.291256,0.601629,0.862023,0.558836,0.608348,0.974132,DERMASON
0.099777,0.149508,0.27205,0.564013,0.863446,0.580602,0.59962,0.955143,DERMASON
0.094017,0.168021,0.204136,0.813102,0.91075,0.666588,0.566673,0.942932,DERMASON
0.100684,0.133881,0.336843,0.500421,0.856915,0.505241,0.630228,0.948364,DERMASON
0.10578,0.136341,0.32749,0.473517,0.817484,0.514727,0.626094,0.933714,DERMASON
0.095362,0.139467,0.31248,0.522847,0.900964,0.534032,0.618009,0.971501,DERMASON
0.104459,0.123375,0.383557,0.645828,0.828328,0.455915,0.651154,0.958135,DERMASON
0.115959,0.099054,0.504522,0.654935,0.742158,0.339572,0.705004,0.949214,DERMASON
0.104973,0.111255,0.443232,0.854095,0.824931,0.394942,0.67853,0.931016,DERMASON
0.099318,0.155489,0.248857,0.709541,0.87021,0.611544,0.586729,0.991381,DERMASON
0.106593,0.159605,0.236574,0.647745,0.81307,0.623271,0.582197,0.931525,DERMASON
0.1102,0.124204,0.388811,0.643161,0.78609,0.442262,0.656718,0.821,DERMASON
